s	1nM_bi_250nM_mono	s	1nM_bi_50nM_mono	s	1nM_bi_2.5nM_mono
182.236	24.21088787	182.236	23.89614633	182.236	23.93299658
182.336	24.22303907	182.336	23.90813956	182.336	23.93317098
182.436	24.22323427	182.436	23.90833223	182.436	23.93334538
182.536	24.22342947	182.536	23.90852489	182.536	23.93351978
182.636	24.21166867	182.636	23.89691698	182.636	23.93369418
182.736	24.21186387	182.736	23.89710964	182.736	23.93844658
182.836	24.22401507	182.836	23.90910288	182.836	23.94690498
182.936	24.22421027	182.936	23.90929554	182.936	23.94707938
183.036	24.22440547	183.036	23.9094882	183.036	23.94725378
183.136	24.21264467	183.136	23.89788029	183.136	23.94742818
183.236	24.21283987	183.236	23.89807295	183.236	23.94760258
183.336	24.21303507	183.336	23.89826562	183.336	23.94385298
183.436	24.20896027	183.436	23.89424379	183.436	23.93726938
183.536	24.18719547	183.536	23.87276193	183.536	23.93744378
183.636	24.18739067	183.636	23.87295459	183.636	23.93761818
183.736	24.18758587	183.736	23.87314726	183.736	23.93779258
183.836	24.18778107	183.836	23.87333992	183.836	23.93796698
183.936	24.18797627	183.936	23.87353258	183.936	23.93356338
184.036	24.18817147	184.036	23.87372524	184.036	23.93014078
184.136	24.19349067	184.136	23.87897529	184.136	23.93849018
184.236	24.20295787	184.236	23.88831942	184.236	23.92798258
184.336	24.20315307	184.336	23.88851208	184.336	23.92815698
184.436	24.20334827	184.436	23.88870474	184.436	23.92833138
184.536	24.20354347	184.536	23.88889741	184.536	23.91400878
184.636	24.20373867	184.636	23.88909007	184.636	23.90742518
184.736	24.19954187	184.736	23.88494783	184.736	23.90759958
184.836	24.19217307	184.836	23.87767482	184.836	23.90777398
184.936	24.19236827	184.936	23.87786748	184.936	23.90794838
185.036	24.19256347	185.036	23.87806015	185.036	23.90812278
185.136	24.19275867	185.136	23.87825281	185.136	23.90829718
185.236	24.19295387	185.236	23.87844547	185.236	23.90847158
185.336	24.18802507	185.336	23.87358075	185.336	23.90864598
185.436	24.18419427	185.436	23.86979975	185.436	23.90882038
185.536	24.19353947	185.536	23.87902346	185.536	23.90899478
185.636	24.18177867	185.636	23.86741555	185.636	23.90535418
185.736	24.18197387	185.736	23.86760821	185.736	23.89866158
185.836	24.18216907	185.836	23.86780087	185.836	23.89883598
185.936	24.16613827	185.936	23.85197847	185.936	23.89901038
186.036	24.15876947	186.036	23.84470547	186.036	23.89918478
186.136	24.15896467	186.136	23.84489813	186.136	23.89935918
186.236	24.15915987	186.236	23.84509079	186.236	23.89953358
186.336	24.15935507	186.336	23.84528346	186.336	23.89970798
186.436	24.15955027	186.436	23.84547612	186.436	23.90369738
186.536	24.15974547	186.536	23.84566878	186.536	23.91073878
186.636	24.15994067	186.636	23.84586144	186.636	23.91091318
186.736	24.16013587	186.736	23.84605411	186.736	23.89659058
186.836	24.16033107	186.836	23.84624677	186.836	23.89000698
186.936	24.16052627	186.936	23.84643943	186.936	23.89018138
187.036	24.15645147	187.036	23.8424176	187.036	23.89035578
187.136	24.14896067	187.136	23.83502418	187.136	23.89053018
187.236	24.14915587	187.236	23.83521685	187.236	23.89070458
187.336	24.14935107	187.336	23.83540951	187.336	23.89087898
187.436	24.14954627	187.436	23.83560217	187.436	23.89486838
187.536	24.14974147	187.536	23.83579483	187.536	23.88523278
187.636	24.14993667	187.636	23.8359875	187.636	23.87854018
187.736	24.15013187	187.736	23.83618016	187.736	23.87871458
187.836	24.15459707	187.836	23.84058731	187.836	23.87888898
187.936	24.16247827	187.936	23.84836605	187.936	23.89192538
188.036	24.16267347	188.036	23.84855872	188.036	23.89209978
188.136	24.14664267	188.136	23.83273632	188.136	23.88159218
188.236	24.13927387	188.236	23.82546331	188.236	23.88176658
188.336	24.13946907	188.336	23.82565597	188.336	23.87812598
188.436	24.13966427	188.436	23.82584864	188.436	23.85868038
188.536	24.13985947	188.536	23.8260413	188.536	23.85885478
188.636	24.14005467	188.636	23.82623396	188.636	23.87178218
188.736	24.14024987	188.736	23.82642662	188.736	23.87195658
188.836	24.14471507	188.836	23.83083378	188.836	23.87213098
188.936	24.13393027	188.936	23.82018918	188.936	23.87230538
189.036	24.12643947	189.036	23.81279576	189.036	23.87247978
189.136	24.12663467	189.136	23.81298842	189.136	23.85990118
189.236	24.12682987	189.236	23.81318108	189.236	23.87282858
189.336	24.14142107	189.336	23.8275826	189.336	23.86024998
189.436	24.14161627	189.436	23.82777526	189.436	23.86423938
189.536	24.12985547	189.536	23.81616735	189.536	23.87128078
189.636	24.13005067	189.636	23.81636001	189.636	23.86687718
189.736	24.12597587	189.736	23.81233819	189.736	23.85887658
189.836	24.10421107	189.836	23.79085633	189.836	23.84836898
189.936	24.10440627	189.936	23.79104899	189.936	23.84854338
190.036	24.11887547	190.036	23.80533009	190.036	23.84871778
190.136	24.11907067	190.136	23.80552275	190.136	23.84889218
190.236	24.11926587	190.236	23.80571542	190.236	23.84906658
190.336	24.11946107	190.336	23.80590808	190.336	23.84924098
190.436	24.11965627	190.436	23.80610074	190.436	23.84941538
190.536	24.10557747	190.536	23.79220496	190.536	23.84958978
190.636	24.12004667	190.636	23.80648607	190.636	23.84976418
190.736	24.10596787	190.736	23.79259029	190.736	23.83925658
190.836	24.11043307	190.836	23.79699744	190.836	23.83561598
190.936	24.11831427	190.936	23.80477619	190.936	23.82903238
191.036	24.11338547	191.036	23.79991146	191.036	23.82920678
191.136	24.10443067	191.136	23.79107307	191.136	23.82938118
191.236	24.09266987	191.236	23.77946516	191.236	23.82955558
191.336	24.09286507	191.336	23.77965783	191.336	23.82972998
191.436	24.09306027	191.436	23.77985049	191.436	23.82990438
191.536	24.09325547	191.536	23.78004315	191.536	23.83007878
191.636	24.09345067	191.636	23.78023581	191.636	23.83025318
191.736	24.09364587	191.736	23.78042848	191.736	23.83042758
191.836	24.09384107	191.836	23.78062114	191.836	23.83060198
191.936	24.09403627	191.936	23.7808138	191.936	23.83077638
192.036	24.09423147	192.036	23.78100646	192.036	23.83095078
192.136	24.08247067	192.136	23.76939855	192.136	23.83112518
192.236	24.07839587	192.236	23.76537673	192.236	23.83129958
192.336	24.07102707	192.336	23.75810372	192.336	23.83147398
192.436	24.07122227	192.436	23.75829638	192.436	23.82096638
192.536	24.07141747	192.536	23.75848904	192.536	23.82114078
192.636	24.07161267	192.636	23.75868171	192.636	23.83199718
192.736	24.07180787	192.736	23.75887437	192.736	23.82148958
192.836	24.07200307	192.836	23.75906703	192.836	23.82166398
192.936	24.07219827	192.936	23.75925969	192.936	23.82183838
193.036	24.07239347	193.036	23.75945236	193.036	23.82201278
193.136	24.07258867	193.136	23.75964502	193.136	23.82218718
193.236	24.07278387	193.236	23.75983768	193.236	23.82236158
193.336	24.07297907	193.336	23.76003034	193.336	23.82253598
193.436	24.07317427	193.436	23.76022301	193.436	23.82271038
193.536	24.07336947	193.536	23.76041567	193.536	23.82288478
193.636	24.07356467	193.636	23.76060833	193.636	23.82305918
193.736	24.07375987	193.736	23.76080099	193.736	23.83391558
193.836	24.06199907	193.836	23.74919308	193.836	23.82340798
193.936	24.06219427	193.936	23.74938575	193.936	23.82358238
194.036	24.07434547	194.036	23.76137898	194.036	23.82375678
194.136	24.06258467	194.136	23.74977107	194.136	23.82393118
194.236	24.06277987	194.236	23.74996373	194.236	23.82410558
194.336	24.06297507	194.336	23.7501564	194.336	23.82427998
194.436	24.06317027	194.436	23.75034906	194.436	23.82445438
194.536	24.06336547	194.536	23.75054172	194.536	23.82462878
194.636	24.06356067	194.636	23.75073438	194.636	23.82480318
194.736	24.06375587	194.736	23.75092705	194.736	23.82497758
194.836	24.06395107	194.836	23.75111971	194.836	23.82515198
194.936	24.06414627	194.936	23.75131237	194.936	23.81845938
195.036	24.06434147	195.036	23.75150503	195.036	23.82168578
195.136	24.07649267	195.136	23.76349827	195.136	23.81880818
195.236	24.06473187	195.236	23.75189036	195.236	23.82584958
195.336	24.06492707	195.336	23.75208302	195.336	23.82602398
195.436	24.06512227	195.436	23.75227568	195.436	23.82238338
195.536	24.06531747	195.536	23.75246834	195.536	23.81569078
195.636	24.06551267	195.636	23.75266101	195.636	23.81586518
195.736	24.06570787	195.736	23.75285367	195.736	23.81603958
195.836	24.06590307	195.836	23.75304633	195.836	23.81621398
195.936	24.06609827	195.936	23.75323899	195.936	23.81638838
196.036	24.06629347	196.036	23.75343166	196.036	23.81656278
196.136	24.06648867	196.136	23.75362432	196.136	23.81673718
196.236	24.06668387	196.236	23.75381698	196.236	23.82759358
196.336	24.05919307	196.336	23.74642356	196.336	23.82776798
196.436	24.06280427	196.436	23.74998782	196.436	23.82794238
196.536	24.05958347	196.536	23.74680889	196.536	23.82811678
196.636	24.06746467	196.636	23.75458763	196.636	23.82829118
196.736	24.06765987	196.736	23.75478029	196.736	23.82846558
196.836	24.06358507	196.836	23.75075847	196.836	23.82482498
196.936	24.05609427	196.936	23.74336505	196.936	23.81813238
197.036	24.05628947	197.036	23.74355771	197.036	23.81830678
197.136	24.05648467	197.136	23.74375037	197.136	23.81848118
197.236	24.05667987	197.236	23.74394303	197.236	23.81865558
197.336	24.05687507	197.336	23.7441357	197.336	23.81882998
197.436	24.05707027	197.436	23.74432836	197.436	23.81900438
197.536	24.05726547	197.536	23.74452102	197.536	23.81917878
197.636	24.06941667	197.636	23.75651426	197.636	23.81935318
197.736	24.06961187	197.736	23.75670692	197.736	23.81952758
197.836	24.06980707	197.836	23.75689958	197.836	23.81970198
197.936	24.07000227	197.936	23.75709224	197.936	23.80930338
198.036	24.07019747	198.036	23.7572849	198.036	23.82005078
198.136	24.07039267	198.136	23.75747757	198.136	23.82022518
198.236	24.06631787	198.236	23.75345574	198.236	23.80982658
198.336	24.05882707	198.336	23.74606232	198.336	23.81000098
198.436	24.05902227	198.436	23.74625498	198.436	23.81017538
198.536	24.05921747	198.536	23.74644764	198.536	23.81034978
198.636	24.05941267	198.636	23.74664031	198.636	23.81052418
198.736	24.05960787	198.736	23.74683297	198.736	23.81069858
198.836	24.05980307	198.836	23.74702563	198.836	23.81087298
198.936	24.05999827	198.936	23.74721829	198.936	23.81104738
199.036	24.06019347	199.036	23.74741096	199.036	23.81122178
199.136	24.06038867	199.136	23.74760362	199.136	23.81139618
199.236	24.06058387	199.236	23.74779628	199.236	23.81157058
199.336	24.04894507	199.336	23.73630879	199.336	23.81174498
199.436	24.06097427	199.436	23.74818161	199.436	23.81191938
199.536	24.06116947	199.536	23.74837427	199.536	23.80827878
199.636	24.04953067	199.636	23.73688677	199.636	23.80158618
199.736	24.04972587	199.736	23.73707944	199.736	23.80176058
199.836	24.04992107	199.836	23.7372721	199.836	23.80193498
199.936	24.05011627	199.936	23.73746476	199.936	23.80210938
200.036	24.05031147	200.036	23.73765742	200.036	23.79160178
200.136	24.05050667	200.136	23.73785009	200.136	23.79177618
200.236	24.05070187	200.236	23.73804275	200.236	23.79195058
200.336	24.05089707	200.336	23.73823541	200.336	23.79212498
200.436	24.05109227	200.436	23.73842807	200.436	23.80298138
200.536	24.05128747	200.536	23.73862073	200.536	23.80315578
200.636	24.05148267	200.636	23.7388134	200.636	23.80333018
200.736	24.05167787	200.736	23.73900606	200.736	23.80350458
200.836	24.05187307	200.836	23.73919872	200.836	23.80367898
200.936	24.04779827	200.936	23.73517689	200.936	23.80003838
201.036	24.04030747	201.036	23.72778347	201.036	23.79334578
201.136	24.04050267	201.136	23.72797614	201.136	23.79352018
201.236	24.04069787	201.236	23.7281688	201.236	23.78312158
201.336	24.04089307	201.336	23.72836146	201.336	23.78329598
201.436	24.02913227	201.436	23.71675355	201.436	23.78347038
201.536	24.02932747	201.536	23.71694621	201.536	23.78364478
201.636	24.02952267	201.636	23.71713888	201.636	23.78381918
201.736	24.02971787	201.736	23.71733154	201.736	23.78399358
201.836	24.04186907	201.836	23.72932477	201.836	23.78416798
201.936	24.04206427	201.936	23.72951744	201.936	23.78434238
202.036	24.04225947	202.036	23.7297101	202.036	23.78451678
202.136	24.04245467	202.136	23.72990276	202.136	23.77400918
202.236	24.04264987	202.236	23.73009542	202.236	23.77799858
202.336	24.03857507	202.336	23.7260736	202.336	23.78503998
202.436	24.03108427	202.436	23.71868018	202.436	23.78521438
202.536	24.03127947	202.536	23.71887284	202.536	23.78538878
202.636	24.01964067	202.636	23.70738534	202.636	23.78556318
202.736	24.01983587	202.736	23.70757801	202.736	23.78573758
202.836	24.02003107	202.836	23.70777067	202.836	23.78591198
202.936	24.02022627	202.936	23.70796333	202.936	23.78608638
203.036	24.02042147	203.036	23.70815599	203.036	23.78626078
203.136	24.02061667	203.136	23.70834866	203.136	23.78643518
203.236	24.02081187	203.236	23.70854132	203.236	23.78660958
203.336	24.02100707	203.336	23.70873398	203.336	23.78678398
203.436	24.02120227	203.436	23.70892664	203.436	23.78314338
203.536	24.00944147	203.536	23.69731873	203.536	23.77645078
203.636	24.01390667	203.636	23.70172589	203.636	23.77662518
203.736	24.02178787	203.736	23.70950463	203.736	23.77679958
203.836	24.02198307	203.836	23.70969729	203.836	23.77697398
203.936	24.02217827	203.936	23.70988995	203.936	23.77714838
204.036	24.02237347	204.036	23.71008262	204.036	23.77732278
204.136	24.02256867	204.136	23.71027528	204.136	23.77749718
204.236	24.02276387	204.236	23.71046794	204.236	23.77767158
204.336	24.02295907	204.336	23.7106606	204.336	23.77784598
204.436	24.02315427	204.436	23.71085327	204.436	23.77802038
204.536	24.02334947	204.536	23.71104593	204.536	23.77819478
204.636	24.02354467	204.636	23.71123859	204.636	23.77836918
204.736	24.02373987	204.736	23.71143125	204.736	23.77854358
204.836	24.01966507	204.836	23.70740943	204.836	23.77871798
204.936	24.01217427	204.936	23.70001601	204.936	23.77889238
205.036	24.01236947	205.036	23.70020867	205.036	23.77906678
205.136	24.01256467	205.136	23.70040133	205.136	23.77542618
205.236	24.01275987	205.236	23.70059399	205.236	23.76873358
205.336	24.01295507	205.336	23.70078666	205.336	23.76890798
205.436	24.01315027	205.436	23.70097932	205.436	23.76908238
205.536	24.01334547	205.536	23.70117198	205.536	23.76925678
205.636	24.01354067	205.636	23.70136464	205.636	23.76943118
205.736	24.01373587	205.736	23.70155731	205.736	23.76960558
205.836	24.01393107	205.836	23.70174997	205.836	23.76977998
205.936	24.01412627	205.936	23.70194263	205.936	23.76995438
206.036	24.01432147	206.036	23.70213529	206.036	23.75955578
206.136	24.01451667	206.136	23.70232796	206.136	23.75973018
206.236	24.01471187	206.236	23.70252062	206.236	23.75990458
206.336	24.01490707	206.336	23.70271328	206.336	23.77065198
206.436	24.01510227	206.436	23.70290594	206.436	23.76025338
206.536	24.01102747	206.536	23.69888411	206.536	23.76042778
206.636	24.00353667	206.636	23.6914907	206.636	23.76060218
206.736	24.00373187	206.736	23.69168336	206.736	23.76077658
206.836	24.00392707	206.836	23.69187602	206.836	23.75713598
206.936	24.00412227	206.936	23.69206868	206.936	23.75044338
207.036	24.00431747	207.036	23.69226134	207.036	23.75061778
207.136	24.00451267	207.136	23.69245401	207.136	23.75079218
207.236	24.00470787	207.236	23.69264667	207.236	23.75096658
207.336	24.00490307	207.336	23.69283933	207.336	23.75114098
207.436	23.99326427	207.436	23.68135184	207.436	23.75131538
207.536	23.99345947	207.536	23.6815445	207.536	23.75148978
207.636	23.99365467	207.636	23.68173716	207.636	23.75166418
207.736	24.00568387	207.736	23.69360998	207.736	23.75183858
207.836	23.99404507	207.836	23.68212249	207.836	23.75201298
207.936	23.99424027	207.936	23.68231515	207.936	23.75218738
208.036	23.99443547	208.036	23.68250781	208.036	23.75236178
208.136	23.99463067	208.136	23.68270047	208.136	23.75253618
208.236	23.99055587	208.236	23.67867865	208.236	23.73995758
208.336	23.98306507	208.336	23.67128523	208.336	23.74394698
208.436	23.98326027	208.436	23.67147789	208.436	23.74030638
208.536	23.98345547	208.536	23.67167055	208.536	23.74048078
208.636	23.98365067	208.636	23.67186321	208.636	23.73684018
208.736	23.98384587	208.736	23.67205588	208.736	23.73014758
208.836	23.98404107	208.836	23.67224854	208.836	23.73032198
208.936	23.98423627	208.936	23.6724412	208.936	23.73049638
209.036	23.98443147	209.036	23.67263386	209.036	23.74135278
209.136	23.98462667	209.136	23.67282653	209.136	23.74152718
209.236	23.98482187	209.236	23.67301919	209.236	23.74170158
209.336	23.98501707	209.336	23.67321185	209.336	23.72062098
209.436	23.98521227	209.436	23.67340451	209.436	23.73136838
209.536	23.98540747	209.536	23.67359717	209.536	23.73154278
209.636	23.97132867	209.636	23.6597014	209.636	23.73171718
209.736	23.97579387	209.736	23.66410855	209.736	23.73189158
209.836	23.97171907	209.836	23.66008672	209.836	23.73206598
209.936	23.97191427	209.936	23.66027939	209.936	23.73224038
210.036	23.96783947	210.036	23.65625756	210.036	23.73241478
210.136	23.96034867	210.136	23.64886414	210.136	23.73258918
210.236	23.96054387	210.236	23.6490568	210.236	23.73276358
210.336	23.96073907	210.336	23.64924946	210.336	23.73293798
210.436	23.97289027	210.436	23.6612427	210.436	23.73311238
210.536	23.97308547	210.536	23.66143536	210.536	23.72271378
210.636	23.97328067	210.636	23.66162802	210.636	23.72288818
210.736	23.94968587	210.736	23.63833996	210.736	23.72306258
210.836	23.96171507	210.836	23.65021278	210.836	23.72323698
210.936	23.96191027	210.936	23.65040544	210.936	23.72341138
211.036	23.96210547	211.036	23.6505981	211.036	23.71290378
211.136	23.96230067	211.136	23.65079076	211.136	23.71307818
211.236	23.96249587	211.236	23.65098343	211.236	23.71325258
211.336	23.96269107	211.336	23.65117609	211.336	23.71342698
211.436	23.96288627	211.436	23.65136875	211.436	23.70291938
211.536	23.96308147	211.536	23.65156141	211.536	23.70309378
211.636	23.96327667	211.636	23.65175408	211.636	23.70326818
211.736	23.96347187	211.736	23.65194674	211.736	23.70725758
211.836	23.96366707	211.836	23.6521394	211.836	23.71048398
211.936	23.95202827	211.936	23.6406519	211.936	23.70760638
212.036	23.95222347	212.036	23.64084457	212.036	23.71846278
212.136	23.95241867	212.136	23.64103723	212.136	23.72550418
212.236	23.95261387	212.236	23.64122989	212.236	23.72567858
212.336	23.95280907	212.336	23.64142255	212.336	23.72585298
212.436	23.94104827	212.436	23.62981464	212.436	23.72602738
212.536	23.94124347	212.536	23.63000731	212.536	23.72620178
212.636	23.94143867	212.636	23.63019997	212.636	23.71569418
212.736	23.94163387	212.736	23.63039263	212.736	23.71586858
212.836	23.92987307	212.836	23.61878472	212.836	23.71604298
212.936	23.93006827	212.936	23.61897738	212.936	23.71621738
213.036	23.93026347	213.036	23.61917005	213.036	23.71639178
213.136	23.93472867	213.136	23.6235772	213.136	23.71656618
213.236	23.93833987	213.236	23.62714145	213.236	23.71292558
213.336	23.93511907	213.336	23.62396252	213.336	23.70623298
213.436	23.94727027	213.436	23.63595576	213.436	23.70640738
213.536	23.95515147	213.536	23.6437345	213.536	23.70658178
213.636	23.95534667	213.636	23.64392717	213.636	23.70675618
213.736	23.95554187	213.736	23.64411983	213.736	23.70693058
213.836	23.95573707	213.836	23.64431249	213.836	23.70710498
213.936	23.95593227	213.936	23.64450515	213.936	23.71796138
214.036	23.94417147	214.036	23.63289724	214.036	23.71813578
214.136	23.94436667	214.136	23.63308991	214.136	23.71831018
214.236	23.94456187	214.236	23.63328257	214.236	23.71848458
214.336	23.94475707	214.336	23.63347523	214.336	23.71865898
214.436	23.94495227	214.436	23.63366789	214.436	23.71883338
214.536	23.94514747	214.536	23.63386055	214.536	23.71900778
214.636	23.94107267	214.636	23.62983873	214.636	23.70850018
214.736	23.93358187	214.736	23.62244531	214.736	23.70867458
214.836	23.93377707	214.836	23.62263797	214.836	23.69827598
214.936	23.93397227	214.936	23.62283063	214.936	23.69845038
215.036	23.93416747	215.036	23.62302329	215.036	23.69862478
215.136	23.93436267	215.136	23.62321596	215.136	23.69879918
215.236	23.93455787	215.236	23.62340862	215.236	23.69897358
215.336	23.94670907	215.336	23.63540185	215.336	23.69914798
215.436	23.94690427	215.436	23.63559452	215.436	23.69932238
215.536	23.94709947	215.536	23.63578718	215.536	23.69949678
215.636	23.94729467	215.636	23.63597984	215.636	23.69967118
215.736	23.94748987	215.736	23.6361725	215.736	23.69984558
215.836	23.94768507	215.836	23.63636517	215.836	23.68933798
215.936	23.94788027	215.936	23.63655783	215.936	23.68951238
216.036	23.93611947	216.036	23.62494992	216.036	23.68968678
216.136	23.93631467	216.136	23.62514258	216.136	23.68986118
216.236	23.92467587	216.236	23.61365509	216.236	23.69003558
216.336	23.92487107	216.336	23.61384775	216.336	23.69020998
216.436	23.92506627	216.436	23.61404041	216.436	23.69038438
216.536	23.92526147	216.536	23.61423307	216.536	23.69055878
216.636	23.92545667	216.636	23.61442574	216.636	23.69073318
216.736	23.92565187	216.736	23.6146184	216.736	23.69090758
216.836	23.92584707	216.836	23.61481106	216.836	23.69108198
216.936	23.92604227	216.936	23.61500372	216.936	23.69125638
217.036	23.92623747	217.036	23.61519638	217.036	23.67693378
217.136	23.92643267	217.136	23.61538905	217.136	23.67035018
217.236	23.91467187	217.236	23.60378114	217.236	23.67052458
217.336	23.91486707	217.336	23.6039738	217.336	23.67451398
217.436	23.91506227	217.436	23.60416646	217.436	23.68144638
217.536	23.91525747	217.536	23.60435912	217.536	23.68162078
217.636	23.91545267	217.636	23.60455179	217.636	23.68179518
217.736	23.91564787	217.736	23.60474445	217.736	23.68196958
217.836	23.91584307	217.836	23.60493711	217.836	23.68214398
217.936	23.91603827	217.936	23.60512977	217.936	23.68231838
218.036	23.91623347	218.036	23.60532244	218.036	23.68249278
218.136	23.91642867	218.136	23.6055151	218.136	23.68266718
218.236	23.91662387	218.236	23.60570776	218.236	23.68284158
218.336	23.91681907	218.336	23.60590042	218.336	23.68301598
218.436	23.90078827	218.436	23.59007802	218.436	23.68319038
218.536	23.89341947	218.536	23.58280502	218.536	23.68336478
218.636	23.89361467	218.636	23.58299768	218.636	23.67296618
218.736	23.89807987	218.736	23.58740483	218.736	23.67314058
218.836	23.90583907	218.836	23.59506316	218.836	23.66939098
218.936	23.90603427	218.936	23.59525583	218.936	23.66280738
219.036	23.90622947	219.036	23.59544849	219.036	23.66298178
219.136	23.90642467	219.136	23.59564115	219.136	23.66315618
219.236	23.90661987	219.236	23.59583381	219.236	23.66333058
219.336	23.90681507	219.336	23.59602648	219.336	23.65282298
219.436	23.90701027	219.436	23.59621914	219.436	23.65299738
219.536	23.90720547	219.536	23.5964118	219.536	23.66385378
219.636	23.90740067	219.636	23.59660446	219.636	23.66402818
219.736	23.90759587	219.736	23.59679713	219.736	23.66420258
219.836	23.90779107	219.836	23.59698979	219.836	23.66437698
219.936	23.90798627	219.936	23.59718245	219.936	23.66455138
220.036	23.89634747	220.036	23.58569495	220.036	23.65404378
220.136	23.89654267	220.136	23.58588762	220.136	23.65421818
220.236	23.89234587	220.236	23.58174538	220.236	23.65439258
220.336	23.88497707	220.336	23.57447237	220.336	23.65456698
220.436	23.88517227	220.436	23.57466503	220.436	23.65474138
220.536	23.88536747	220.536	23.57485769	220.536	23.65873078
220.636	23.88556267	220.636	23.57505036	220.636	23.66577218
220.736	23.87380187	220.736	23.56344245	220.736	23.66594658
220.836	23.87399707	220.836	23.56363511	220.836	23.66612098
220.936	23.88614827	220.936	23.57562834	220.936	23.66629538
221.036	23.88634347	221.036	23.57582101	221.036	23.66646978
221.136	23.88653867	221.136	23.57601367	221.136	23.66664418
221.236	23.88673387	221.236	23.57620633	221.236	23.65406558
221.336	23.88692907	221.336	23.57639899	221.336	23.65423998
221.436	23.87516827	221.436	23.56479108	221.436	23.65441438
221.536	23.87536347	221.536	23.56498375	221.536	23.65458878
221.636	23.87555867	221.636	23.56517641	221.636	23.65476318
221.736	23.87575387	221.736	23.56536907	221.736	23.65493758
221.836	23.87594907	221.836	23.56556173	221.836	23.65511198
221.936	23.88041427	221.936	23.56996889	221.936	23.65528638
222.036	23.88829547	222.036	23.57774763	222.036	23.65546078
222.136	23.88849067	222.136	23.57794029	222.136	23.65563518
222.236	23.88868587	222.236	23.57813296	222.236	23.65580958
222.336	23.88888107	222.336	23.57832562	222.336	23.65598398
222.436	23.88907627	222.436	23.57851828	222.436	23.65997338
222.536	23.88927147	222.536	23.57871094	222.536	23.66690578
222.636	23.87519267	222.636	23.56481517	222.636	23.66708018
222.736	23.87538787	222.736	23.56500783	222.736	23.66725458
222.836	23.87558307	222.836	23.56520049	222.836	23.65304098
222.936	23.87577827	222.936	23.56539315	222.936	23.65703038
223.036	23.87597347	223.036	23.56558582	223.036	23.65720478
223.136	23.87616867	223.136	23.56577848	223.136	23.65737918
223.236	23.87636387	223.236	23.56597114	223.236	23.65755358
223.336	23.87655907	223.336	23.5661638	223.336	23.65772798
223.436	23.87675427	223.436	23.56635647	223.436	23.65790238
223.536	23.87694947	223.536	23.56654913	223.536	23.65807678
223.636	23.87714467	223.636	23.56674179	223.636	23.65825118
223.736	23.87733987	223.736	23.56693445	223.736	23.65842558
223.836	23.88180507	223.836	23.57134161	223.836	23.65478498
223.936	23.88956427	223.936	23.57899994	223.936	23.64809238
224.036	23.88975947	224.036	23.5791926	224.036	23.64826678
224.136	23.88995467	224.136	23.57938526	224.136	23.64844118
224.236	23.87404587	224.236	23.56368328	224.236	23.64861558
224.336	23.87851107	224.336	23.56809043	224.336	23.64878998
224.436	23.87870627	224.436	23.56828309	224.436	23.64896438
224.536	23.87890147	224.536	23.56847575	224.536	23.64913878
224.636	23.87909667	224.636	23.56866842	224.636	23.64931318
224.736	23.87929187	224.736	23.56886108	224.736	23.65330258
224.836	23.87948707	224.836	23.56905374	224.836	23.64966198
224.936	23.87968227	224.936	23.5692464	224.936	23.64983638
225.036	23.87987747	225.036	23.56943906	225.036	23.66069278
225.136	23.88007267	225.136	23.56963173	225.136	23.66086718
225.236	23.87599787	225.236	23.5656099	225.236	23.66104158
225.336	23.86850707	225.336	23.55821648	225.336	23.65663798
225.436	23.86870227	225.436	23.55840914	225.436	23.64863738
225.536	23.86889747	225.536	23.5586018	225.536	23.63812978
225.636	23.86909267	225.636	23.55879447	225.636	23.63830418
225.736	23.86928787	225.736	23.55898713	225.736	23.63847858
225.836	23.86948307	225.836	23.55917979	225.836	23.63865298
225.936	23.86967827	225.936	23.55937245	225.936	23.63882738
226.036	23.86987347	226.036	23.55956512	226.036	23.63900178
226.136	23.87433867	226.136	23.56397227	226.136	23.63917618
226.236	23.87026387	226.236	23.55995044	226.236	23.63935058
226.336	23.87045907	226.336	23.5601431	226.336	23.63952498
226.436	23.88261027	226.436	23.57213634	226.436	23.63969938
226.536	23.88280547	226.536	23.572329	226.536	23.63987378
226.636	23.88300067	226.636	23.57252166	226.636	23.64004818
226.736	23.87807187	226.736	23.56765694	226.736	23.64022258
226.836	23.86911707	226.836	23.55881855	226.836	23.64039698
226.936	23.85735627	226.936	23.54721064	226.936	23.62988938
227.036	23.85755147	227.036	23.5474033	227.036	23.63006378
227.136	23.85774667	227.136	23.54759597	227.136	23.63023818
227.236	23.85794187	227.236	23.54778863	227.236	23.63041258
227.336	23.85813707	227.336	23.54798129	227.336	23.63058698
227.436	23.85833227	227.436	23.54817395	227.436	23.64144338
227.536	23.85852747	227.536	23.54836661	227.536	23.63093578
227.636	23.85872267	227.636	23.54855928	227.636	23.63111018
227.736	23.85891787	227.736	23.54875194	227.736	23.63128458
227.836	23.85911307	227.836	23.5489446	227.836	23.63145898
227.936	23.85930827	227.936	23.54913726	227.936	23.63163338
228.036	23.85950347	228.036	23.54932993	228.036	23.63180778
228.136	23.85969867	228.136	23.54952259	228.136	23.63198218
228.236	23.85989387	228.236	23.54971525	228.236	23.63215658
228.336	23.84813307	228.336	23.53810734	228.336	23.63233098
228.436	23.84832827	228.436	23.5383	228.436	23.63250538
228.536	23.84852347	228.536	23.53849267	228.536	23.63267978
228.636	23.84871867	228.636	23.53868533	228.636	23.62228118
