Cycle: 5  MBP-L-111  2000 nM_X	Cycle: 5  MBP-L-111  2000 nM_Y	Cycle: 6  MBP-L-111  1000 nM_X	Cycle: 6  MBP-L-111  1000 nM_Y	Cycle: 8  MBP-L-111  250 nM_X	Cycle: 8  MBP-L-111  250 nM_Y	Cycle: 9  MBP-L-111  62.5 nM_X	Cycle: 9  MBP-L-111  62.5 nM_Y	Cycle: 10  MBP-L-111  15.6 nM_X	Cycle: 10  MBP-L-111  15.6 nM_Y	Cycle: 11  MBP-L-111  3.9 nM_X	Cycle: 11  MBP-L-111  3.9 nM_Y	Cycle: 13  MBP-L-111  250 nM_X	Cycle: 13  MBP-L-111  250 nM_Y	Cycle: 14  MBP-L-111  0.98 nM_X	Cycle: 14  MBP-L-111  0.98 nM_Y
131.365	25.2658	131.364	25.2105	131.364	24.6642	131.364	23.8407	131.364	23.2316	131.364	22.8641	131.364	24.4277	131.364	20.283
131.39	25.2658	131.389	25.2105	131.389	24.6739	131.389	23.8407	131.389	23.2316	131.389	22.8641	131.389	24.4179	131.389	20.283
131.415	25.2658	131.414	25.2105	131.414	24.6739	131.414	23.8407	131.414	23.2316	131.414	22.8641	131.414	24.4179	131.414	20.283
131.44	25.2658	131.439	25.2105	131.439	24.6739	131.439	23.8407	131.439	23.2316	131.439	22.8641	131.439	24.4277	131.439	20.283
131.465	25.2657	131.464	25.2105	131.464	24.6739	131.464	23.8407	131.464	23.2316	131.464	22.8641	131.464	24.4277	131.464	20.283
131.49	25.2652	131.489	25.2101	131.489	24.6735	131.489	23.8403	131.489	23.2313	131.489	22.8637	131.489	24.4273	131.489	20.2943
131.515	25.2491	131.514	25.2057	131.514	24.6691	131.514	23.8358	131.514	23.2268	131.514	22.8494	131.514	24.4228	131.514	20.2898
131.54	25.2491	131.539	25.2057	131.539	24.6691	131.539	23.8358	131.539	23.2268	131.539	22.8494	131.539	24.4228	131.539	20.2898
131.565	25.2491	131.564	25.2057	131.564	24.6593	131.564	23.8358	131.564	23.2268	131.564	22.8494	131.564	24.4228	131.564	20.2898
131.59	25.2491	131.589	25.2057	131.589	24.6593	131.589	23.8358	131.589	23.2268	131.589	22.8592	131.589	24.4236	131.589	20.2898
131.615	25.2616	131.614	25.2057	131.614	24.6593	131.614	23.8358	131.614	23.2268	131.614	22.8592	131.614	24.4326	131.614	20.2898
131.64	25.2706	131.639	25.2057	131.639	24.6593	131.639	23.8358	131.639	23.2268	131.639	22.8494	131.639	24.4326	131.639	20.2898
131.665	25.2581	131.664	25.2057	131.664	24.6593	131.664	23.8358	131.664	23.2268	131.664	22.8494	131.664	24.4326	131.664	20.2898
131.69	25.2499	131.689	25.2057	131.689	24.6593	131.689	23.8358	131.689	23.2268	131.689	22.8494	131.689	24.4326	131.689	20.2898
131.715	25.2706	131.714	25.2057	131.714	24.6593	131.714	23.8358	131.714	23.2275	131.714	22.8494	131.714	24.4228	131.714	20.2906
131.74	25.2706	131.739	25.2057	131.739	24.6593	131.739	23.8358	131.739	23.2365	131.739	22.8494	131.739	24.4228	131.739	20.2996
131.765	25.2706	131.764	25.2057	131.764	24.6593	131.764	23.8358	131.764	23.2365	131.764	22.8494	131.764	24.4228	131.764	20.2996
131.79	25.2706	131.789	25.2057	131.789	24.6593	131.789	23.8358	131.789	23.2365	131.789	22.8494	131.789	24.4326	131.789	20.2996
131.815	25.2706	131.814	25.2057	131.814	24.6593	131.814	23.8358	131.814	23.2365	131.814	22.8494	131.814	24.4326	131.814	20.2996
131.84	25.2706	131.839	25.2057	131.839	24.6593	131.839	23.8358	131.839	23.2365	131.839	22.8494	131.839	24.4326	131.839	20.2996
131.865	25.2706	131.864	25.2057	131.864	24.6593	131.864	23.8358	131.864	23.2365	131.864	22.8494	131.864	24.4326	131.864	20.2996
131.89	25.2706	131.889	25.2057	131.889	24.6593	131.889	23.8358	131.889	23.2365	131.889	22.8494	131.889	24.4326	131.889	20.2996
131.915	25.2706	131.914	25.2057	131.914	24.6593	131.914	23.8358	131.914	23.2365	131.914	22.8494	131.914	24.4326	131.914	20.2996
131.94	25.2706	131.939	25.2057	131.939	24.6593	131.939	23.8358	131.939	23.2365	131.939	22.8494	131.939	24.4326	131.939	20.2996
131.965	25.2706	131.964	25.2057	131.964	24.6593	131.964	23.826	131.964	23.2365	131.964	22.8494	131.964	24.4326	131.964	20.3093
131.99	25.2706	131.989	25.2057	131.989	24.6593	131.989	23.826	131.989	23.2365	131.989	22.8494	131.989	24.4326	131.989	20.3093
132.015	25.2706	132.014	25.2057	132.014	24.6593	132.014	23.826	132.014	23.2365	132.014	22.8494	132.014	24.4326	132.014	20.3093
132.04	25.2706	132.039	25.2057	132.039	24.6593	132.039	23.826	132.039	23.2365	132.039	22.8494	132.039	24.4326	132.039	20.3093
132.065	25.2706	132.064	25.2057	132.064	24.6593	132.064	23.826	132.064	23.2365	132.064	22.8494	132.064	24.4326	132.064	20.3093
132.09	25.2706	132.089	25.2057	132.089	24.6593	132.089	23.826	132.089	23.2365	132.089	22.8494	132.089	24.4326	132.089	20.3093
132.115	25.2706	132.114	25.2057	132.114	24.6593	132.114	23.826	132.114	23.2365	132.114	22.8494	132.114	24.4326	132.114	20.3093
132.14	25.2701	132.139	25.2053	132.139	24.6589	132.139	23.8256	132.139	23.2362	132.139	22.849	132.139	24.4322	132.139	20.309
132.165	25.2659	132.164	25.201	132.164	24.6546	132.164	23.8213	132.164	23.2318	132.164	22.8447	132.164	24.4279	132.164	20.3046
132.19	25.254	132.189	25.2008	132.189	24.6544	132.189	23.8219	132.189	23.2316	132.189	22.8445	132.189	24.4277	132.189	20.3044
132.215	25.254	132.214	25.2008	132.214	24.6544	132.214	23.8309	132.214	23.2316	132.214	22.8445	132.214	24.4277	132.214	20.3044
132.24	25.254	132.239	25.2008	132.239	24.6544	132.239	23.8309	132.239	23.2316	132.239	22.8445	132.239	24.4277	132.239	20.3044
132.265	25.254	132.264	25.2008	132.264	24.6544	132.264	23.8309	132.264	23.2316	132.264	22.8445	132.264	24.4285	132.264	20.3044
132.29	25.254	132.289	25.2008	132.289	24.6544	132.289	23.8309	132.289	23.2316	132.289	22.8455	132.289	24.4375	132.289	20.3044
132.315	25.254	132.314	25.2008	132.314	24.6544	132.314	23.8309	132.314	23.2316	132.314	22.8563	132.314	24.4375	132.314	20.3142
132.34	25.254	132.339	25.2008	132.339	24.6544	132.339	23.8309	132.339	23.2316	132.339	22.8563	132.339	24.4375	132.339	20.3142
132.365	25.254	132.364	25.2008	132.364	24.6544	132.364	23.8309	132.364	23.2316	132.364	22.8563	132.364	24.4375	132.364	20.3142
132.39	25.254	132.389	25.2008	132.389	24.6544	132.389	23.8309	132.389	23.2316	132.389	22.8563	132.389	24.4375	132.389	20.3142
132.415	25.254	132.414	25.2008	132.414	24.6544	132.414	23.8309	132.414	23.2316	132.414	22.8563	132.414	24.4375	132.414	20.3142
132.44	25.254	132.439	25.2008	132.439	24.6544	132.439	23.8309	132.439	23.2316	132.439	22.8563	132.439	24.4375	132.439	20.3142
132.465	25.254	132.464	25.2008	132.464	24.6544	132.464	23.8309	132.464	23.2316	132.464	22.8563	132.464	24.4375	132.464	20.3142
132.49	25.254	132.489	25.2008	132.489	24.6544	132.489	23.8309	132.489	23.2316	132.489	22.8563	132.489	24.4375	132.489	20.3142
132.515	25.254	132.514	25.2008	132.514	24.6544	132.514	23.8309	132.514	23.2316	132.514	22.8563	132.514	24.4277	132.514	20.3142
132.54	25.254	132.539	25.2008	132.539	24.6544	132.539	23.8309	132.539	23.2316	132.539	22.8563	132.539	24.4277	132.539	20.3142
132.565	25.254	132.564	25.2008	132.564	24.6544	132.564	23.8309	132.564	23.2316	132.564	22.8563	132.564	24.4277	132.564	20.3142
132.59	25.254	132.589	25.2008	132.589	24.6544	132.589	23.8309	132.589	23.2316	132.589	22.8563	132.589	24.4277	132.589	20.3142
132.615	25.254	132.614	25.2008	132.614	24.6544	132.614	23.8309	132.614	23.2316	132.614	22.8563	132.614	24.4277	132.614	20.3142
132.64	25.254	132.639	25.2008	132.639	24.6544	132.639	23.8309	132.639	23.2316	132.639	22.8563	132.639	24.4277	132.639	20.3142
132.665	25.254	132.664	25.2015	132.664	24.6544	132.664	23.8309	132.664	23.2316	132.664	22.8563	132.664	24.4277	132.664	20.3142
132.69	25.254	132.689	25.2105	132.689	24.6544	132.689	23.8309	132.689	23.2316	132.689	22.8563	132.689	24.4277	132.689	20.3142
132.715	25.254	132.714	25.2105	132.714	24.6544	132.714	23.8309	132.714	23.2316	132.714	22.8563	132.714	24.4277	132.714	20.3142
132.74	25.254	132.739	25.2105	132.739	24.6544	132.739	23.8309	132.739	23.2316	132.739	22.8563	132.739	24.4277	132.739	20.324
132.765	25.254	132.764	25.2105	132.764	24.6544	132.764	23.8309	132.764	23.2316	132.764	22.8563	132.764	24.4277	132.764	20.324
132.79	25.254	132.789	25.2105	132.789	24.6544	132.789	23.8309	132.789	23.2316	132.789	22.8563	132.789	24.4277	132.789	20.324
132.815	25.254	132.814	25.2105	132.814	24.6544	132.814	23.8309	132.814	23.2316	132.814	22.8563	132.814	24.4277	132.814	20.324
132.84	25.254	132.839	25.2105	132.839	24.6544	132.839	23.8309	132.839	23.2316	132.839	22.8563	132.839	24.4277	132.839	20.324
132.865	25.2548	132.864	25.2105	132.864	24.6544	132.864	23.8309	132.864	23.2316	132.864	22.8563	132.864	24.4277	132.864	20.324
132.89	25.2638	132.889	25.2105	132.889	24.6544	132.889	23.8309	132.889	23.2316	132.889	22.8563	132.889	24.4277	132.889	20.324
132.915	25.2638	132.914	25.2105	132.914	24.6544	132.914	23.8309	132.914	23.2316	132.914	22.8563	132.914	24.4277	132.914	20.324
132.94	25.2638	132.939	25.2105	132.939	24.6544	132.939	23.8309	132.939	23.2316	132.939	22.8563	132.939	24.4277	132.939	20.324
132.965	25.2638	132.964	25.2105	132.964	24.6544	132.964	23.8309	132.964	23.2199	132.964	22.8563	132.964	24.4277	132.964	20.324
132.99	25.2638	132.989	25.2105	132.989	24.6544	132.989	23.8309	132.989	23.2199	132.989	22.8563	132.989	24.4277	132.989	20.324
133.015	25.2633	133.014	25.2102	133.014	24.654	133.014	23.8305	133.014	23.2196	133.014	22.8559	133.014	24.4273	133.014	20.3236
133.04	25.2591	133.039	25.2058	133.039	24.6497	133.039	23.8262	133.039	23.2152	133.039	22.8516	133.039	24.423	133.039	20.3193
133.065	25.2589	133.064	25.2057	133.064	24.6495	133.064	23.826	133.064	23.215	133.064	22.8514	133.064	24.4228	133.064	20.3191
133.09	25.2589	133.089	25.2057	133.089	24.6495	133.089	23.826	133.089	23.215	133.089	22.8514	133.089	24.4228	133.089	20.3191
133.115	25.2589	133.114	25.2057	133.114	24.6495	133.114	23.826	133.114	23.215	133.114	22.8514	133.114	24.4228	133.114	20.3191
133.14	25.2589	133.139	25.2057	133.139	24.6495	133.139	23.8269	133.139	23.215	133.139	22.8514	133.139	24.4228	133.139	20.3191
133.165	25.2589	133.164	25.2057	133.164	24.6495	133.164	23.8377	133.164	23.215	133.164	22.8514	133.164	24.4228	133.164	20.3199
133.19	25.2583	133.189	25.2053	133.189	24.6491	133.189	23.8373	133.189	23.2147	133.189	22.851	133.189	24.4224	133.189	20.3285
133.215	25.254	133.214	25.2008	133.214	24.6446	133.214	23.8328	133.214	23.2102	133.214	22.8465	133.214	24.4179	133.214	20.3337
133.24	25.254	133.239	25.2008	133.239	24.6446	133.239	23.8328	133.239	23.2102	133.239	22.8465	133.239	24.4179	133.239	20.3337
133.265	25.254	133.264	25.2008	133.264	24.6446	133.264	23.8328	133.264	23.2102	133.264	22.8465	133.264	24.4179	133.264	20.3337
133.29	25.254	133.289	25.2008	133.289	24.6446	133.289	23.8328	133.289	23.2102	133.289	22.8465	133.289	24.4179	133.289	20.3337
133.315	25.254	133.314	25.191	133.314	24.6446	133.314	23.8328	133.314	23.2102	133.314	22.8465	133.314	24.4179	133.314	20.3337
133.34	25.254	133.339	25.191	133.339	24.6446	133.339	23.8328	133.339	23.2102	133.339	22.8465	133.339	24.4187	133.339	20.3337
133.365	25.254	133.364	25.191	133.364	24.6446	133.364	23.8328	133.364	23.2102	133.364	22.8563	133.364	24.4277	133.364	20.3337
133.39	25.254	133.389	25.191	133.389	24.6446	133.389	23.8328	133.389	23.2102	133.389	22.8563	133.389	24.4277	133.389	20.3337
133.415	25.254	133.414	25.191	133.414	24.6446	133.414	23.8328	133.414	23.2102	133.414	22.8563	133.414	24.4277	133.414	20.3337
133.44	25.254	133.439	25.191	133.439	24.6446	133.439	23.8328	133.439	23.2102	133.439	22.8563	133.439	24.4277	133.439	20.3337
133.465	25.254	133.464	25.191	133.464	24.6446	133.464	23.8328	133.464	23.2102	133.464	22.8563	133.464	24.4277	133.464	20.3337
133.49	25.254	133.489	25.191	133.489	24.6446	133.489	23.8328	133.489	23.2102	133.489	22.8563	133.489	24.4277	133.489	20.3337
133.515	25.254	133.514	25.191	133.514	24.6446	133.514	23.8328	133.514	23.2102	133.514	22.8563	133.514	24.4277	133.514	20.3337
133.54	25.254	133.539	25.191	133.539	24.6446	133.539	23.8328	133.539	23.2102	133.539	22.8563	133.539	24.4277	133.539	20.3337
133.565	25.254	133.564	25.1919	133.564	24.6446	133.564	23.8328	133.564	23.2102	133.564	22.8563	133.564	24.4277	133.564	20.3337
133.59	25.254	133.589	25.2027	133.589	24.6446	133.589	23.8328	133.589	23.2102	133.589	22.8563	133.589	24.4277	133.589	20.3337
133.615	25.254	133.614	25.2027	133.614	24.6446	133.614	23.8328	133.614	23.2102	133.614	22.8563	133.614	24.4277	133.614	20.3337
133.64	25.254	133.639	25.2027	133.639	24.6446	133.639	23.8328	133.639	23.2102	133.639	22.8563	133.639	24.4179	133.639	20.3435
133.665	25.254	133.664	25.2027	133.664	24.6446	133.664	23.8328	133.664	23.2102	133.664	22.8563	133.664	24.4179	133.664	20.3435
133.69	25.254	133.689	25.2027	133.689	24.6454	133.689	23.8328	133.689	23.2102	133.689	22.8563	133.689	24.4179	133.689	20.3435
133.715	25.254	133.714	25.2027	133.714	24.6544	133.714	23.8328	133.714	23.2102	133.714	22.8563	133.714	24.4179	133.714	20.3435
133.74	25.254	133.739	25.2027	133.739	24.6544	133.739	23.8328	133.739	23.2102	133.739	22.8563	133.739	24.4179	133.739	20.3435
133.765	25.2548	133.764	25.2027	133.764	24.6544	133.764	23.8328	133.764	23.2102	133.764	22.8563	133.764	24.4179	133.764	20.3435
133.79	25.2638	133.789	25.2027	133.789	24.6544	133.789	23.8328	133.789	23.2102	133.789	22.8563	133.789	24.4179	133.789	20.3435
133.815	25.2638	133.814	25.2027	133.814	24.6544	133.814	23.8328	133.814	23.2102	133.814	22.8563	133.814	24.4179	133.814	20.3435
133.84	25.2638	133.839	25.2027	133.839	24.6544	133.839	23.8328	133.839	23.2102	133.839	22.8563	133.839	24.4179	133.839	20.3435
133.865	25.2638	133.864	25.2027	133.864	24.6536	133.864	23.8328	133.864	23.2109	133.864	22.8563	133.864	24.4179	133.864	20.3435
133.89	25.2638	133.889	25.2027	133.889	24.6454	133.889	23.8328	133.889	23.2199	133.889	22.8563	133.889	24.4179	133.889	20.3435
133.915	25.2638	133.914	25.2027	133.914	24.6544	133.914	23.8328	133.914	23.2199	133.914	22.8563	133.914	24.4179	133.914	20.3435
133.94	25.2633	133.939	25.2024	133.939	24.6443	133.939	23.8325	133.939	23.2196	133.939	22.8559	133.939	24.4176	133.939	20.3431
133.965	25.2591	133.964	25.198	133.964	24.6497	133.964	23.8281	133.964	23.2152	133.964	22.8516	133.964	24.4132	133.964	20.3388
133.99	25.2589	133.989	25.1978	133.989	24.6495	133.989	23.828	133.989	23.215	133.989	22.8514	133.989	24.4131	133.989	20.3386
134.015	25.2589	134.014	25.1978	134.014	24.6495	134.014	23.828	134.014	23.215	134.014	22.8416	134.014	24.4131	134.014	20.3386
134.04	25.2589	134.039	25.1978	134.039	24.6398	134.039	23.828	134.039	23.215	134.039	22.8514	134.039	24.4131	134.039	20.3484
134.065	25.2589	134.064	25.1978	134.064	24.6398	134.064	23.828	134.064	23.215	134.064	22.8416	134.064	24.4131	134.064	20.3484
134.09	25.2589	134.089	25.1978	134.089	24.6398	134.089	23.828	134.089	23.215	134.089	22.8416	134.089	24.4131	134.089	20.3484
134.115	25.2589	134.114	25.1978	134.114	24.6398	134.114	23.828	134.114	23.215	134.114	22.8416	134.114	24.4131	134.114	20.3484
134.14	25.2491	134.139	25.1978	134.139	24.6398	134.139	23.828	134.139	23.215	134.139	22.8416	134.139	24.414	134.139	20.3484
134.165	25.2491	134.164	25.1978	134.164	24.6398	134.164	23.828	134.164	23.215	134.164	22.8416	134.164	24.4248	134.164	20.3492
134.19	25.2491	134.189	25.1978	134.189	24.6398	134.189	23.828	134.189	23.215	134.189	22.8424	134.189	24.4248	134.189	20.3582
134.215	25.2491	134.214	25.1978	134.214	24.6398	134.214	23.828	134.214	23.215	134.214	22.8514	134.214	24.4248	134.214	20.3582
134.24	25.2491	134.239	25.1978	134.239	24.6398	134.239	23.8182	134.239	23.215	134.239	22.8514	134.239	24.4248	134.239	20.3582
134.265	25.2491	134.264	25.1978	134.264	24.6398	134.264	23.8182	134.264	23.215	134.264	22.8514	134.264	24.4248	134.264	20.3582
134.29	25.2491	134.289	25.1978	134.289	24.6398	134.289	23.8287	134.289	23.215	134.289	22.8514	134.289	24.4248	134.289	20.3582
134.315	25.2491	134.314	25.1978	134.314	24.6398	134.314	23.8377	134.314	23.215	134.314	22.8514	134.314	24.4248	134.314	20.3582
134.34	25.2491	134.339	25.1978	134.339	24.6398	134.339	23.828	134.339	23.215	134.339	22.8514	134.339	24.4248	134.339	20.3582
134.365	25.2491	134.364	25.1978	134.364	24.6398	134.364	23.828	134.364	23.215	134.364	22.8514	134.364	24.4248	134.364	20.3582
134.39	25.2491	134.389	25.1978	134.389	24.6398	134.389	23.828	134.389	23.215	134.389	22.8514	134.389	24.4248	134.389	20.3582
134.415	25.2491	134.414	25.1978	134.414	24.6398	134.414	23.828	134.414	23.215	134.414	22.8514	134.414	24.4248	134.414	20.3582
134.44	25.2491	134.439	25.1881	134.439	24.6398	134.439	23.828	134.439	23.215	134.439	22.8514	134.439	24.4248	134.439	20.3582
134.465	25.2491	134.464	25.1881	134.464	24.6398	134.464	23.828	134.464	23.215	134.464	22.8514	134.464	24.4248	134.464	20.3582
134.49	25.2491	134.489	25.1881	134.489	24.6398	134.489	23.828	134.489	23.215	134.489	22.8514	134.489	24.4248	134.489	20.3582
134.515	25.2491	134.514	25.1881	134.514	24.6398	134.514	23.828	134.514	23.215	134.514	22.8514	134.514	24.4248	134.514	20.3679
134.54	25.2491	134.539	25.1881	134.539	24.6398	134.539	23.828	134.539	23.215	134.539	22.8514	134.539	24.4248	134.539	20.3679
134.565	25.2491	134.564	25.1881	134.564	24.6398	134.564	23.828	134.564	23.215	134.564	22.8514	134.564	24.4248	134.564	20.3679
134.59	25.2486	134.589	25.1877	134.589	24.6394	134.589	23.8276	134.589	23.2147	134.589	22.851	134.589	24.4244	134.589	20.3675
134.615	25.2444	134.614	25.1834	134.614	24.6351	134.614	23.8233	134.614	23.2103	134.614	22.8467	134.614	24.4201	134.614	20.3632
134.64	25.2436	134.639	25.1827	134.639	24.6344	134.639	23.8226	134.639	23.2097	134.639	22.846	134.639	24.4194	134.639	20.3626
134.665	25.2384	134.664	25.1773	134.664	24.629	134.664	23.8172	134.664	23.2043	134.664	22.8406	134.664	24.414	134.664	20.3572
134.69	25.2391	134.689	25.1778	134.689	24.6295	134.689	23.8177	134.689	23.195	134.689	22.8411	134.689	24.4145	134.689	20.3577
134.715	25.2442	134.714	25.1832	134.714	24.6349	134.714	23.8231	134.714	23.2102	134.714	22.8465	134.714	24.4199	134.714	20.363
134.74	25.2436	134.739	25.1827	134.739	24.6344	134.739	23.8226	134.739	23.2097	134.739	22.846	134.739	24.4194	134.739	20.3626
134.765	25.2384	134.764	25.1773	134.764	24.629	134.764	23.8172	134.764	23.2043	134.764	22.8406	134.764	24.414	134.764	20.3572
134.79	25.2384	134.789	25.1773	134.789	24.629	134.789	23.8172	134.789	23.1945	134.789	22.8406	134.789	24.414	134.789	20.3572
134.815	25.2384	134.814	25.1773	134.814	24.629	134.814	23.8172	134.814	23.2043	134.814	22.8406	134.814	24.414	134.814	20.3572
134.84	25.2384	134.839	25.1773	134.839	24.629	134.839	23.8172	134.839	23.2043	134.839	22.8406	134.839	24.414	134.839	20.3572
134.865	25.2384	134.864	25.1773	134.864	24.629	134.864	23.8172	134.864	23.2043	134.864	22.8406	134.864	24.414	134.864	20.3572
134.89	25.2384	134.889	25.1773	134.889	24.629	134.889	23.8172	134.889	23.2043	134.889	22.8406	134.889	24.414	134.889	20.3572
134.915	25.2384	134.914	25.1773	134.914	24.629	134.914	23.8172	134.914	23.2043	134.914	22.8406	134.914	24.414	134.914	20.3572
134.94	25.2386	134.939	25.1773	134.939	24.629	134.939	23.8172	134.939	23.2043	134.939	22.8406	134.939	24.414	134.939	20.3572
134.965	25.2431	134.964	25.1822	134.964	24.6339	134.964	23.8221	134.964	23.2092	134.964	22.8455	134.964	24.4189	134.964	20.3621
134.99	25.2386	134.989	25.1773	134.989	24.6193	134.989	23.8172	134.989	23.2043	134.989	22.8406	134.989	24.414	134.989	20.3572
135.015	25.2431	135.014	25.1822	135.014	24.6241	135.014	23.8221	135.014	23.2092	135.014	22.8455	135.014	24.4189	135.014	20.3621
135.04	25.2384	135.039	25.1773	135.039	24.6193	135.039	23.8172	135.039	23.2043	135.039	22.8406	135.039	24.414	135.039	20.3572
135.065	25.2384	135.064	25.1773	135.064	24.6193	135.064	23.8172	135.064	23.2043	135.064	22.8406	135.064	24.414	135.064	20.3689
135.09	25.2384	135.089	25.1773	135.089	24.6193	135.089	23.8172	135.089	23.2043	135.089	22.8406	135.089	24.414	135.089	20.3689
135.115	25.2384	135.114	25.1773	135.114	24.6193	135.114	23.8172	135.114	23.2043	135.114	22.8406	135.114	24.414	135.114	20.3689
135.14	25.2384	135.139	25.1773	135.139	24.6193	135.139	23.8172	135.139	23.2043	135.139	22.8406	135.139	24.4148	135.139	20.3697
135.165	25.2384	135.164	25.1773	135.164	24.6193	135.164	23.8172	135.164	23.2043	135.164	22.8406	135.164	24.4238	135.164	20.3787
135.19	25.2386	135.189	25.1773	135.189	24.6193	135.189	23.8172	135.189	23.2043	135.189	22.8309	135.189	24.4238	135.189	20.3787
135.215	25.2433	135.214	25.1822	135.214	24.6241	135.214	23.8221	135.214	23.2092	135.214	22.8455	135.214	24.4287	135.214	20.3835
135.24	25.2431	135.239	25.1822	135.239	24.6241	135.239	23.8221	135.239	23.2092	135.239	22.8455	135.239	24.4287	135.239	20.3828
135.265	25.2384	135.264	25.1773	135.264	24.6193	135.264	23.8172	135.264	23.2043	135.264	22.8406	135.264	24.4238	135.264	20.3689
135.29	25.2384	135.289	25.1781	135.289	24.6193	135.289	23.8172	135.289	23.2043	135.289	22.8406	135.289	24.4238	135.289	20.3689
135.315	25.2384	135.314	25.1871	135.314	24.6193	135.314	23.8172	135.314	23.2043	135.314	22.8406	135.314	24.4238	135.314	20.3697
135.34	25.2384	135.339	25.1871	135.339	24.6193	135.339	23.8172	135.339	23.2043	135.339	22.8406	135.339	24.4238	135.339	20.3787
135.365	25.2384	135.364	25.1871	135.364	24.6193	135.364	23.8172	135.364	23.2043	135.364	22.8406	135.364	24.4238	135.364	20.3787
135.39	25.2384	135.389	25.1871	135.389	24.6193	135.389	23.8172	135.389	23.1945	135.389	22.8309	135.389	24.4238	135.389	20.3787
135.415	25.2384	135.414	25.1871	135.414	24.6193	135.414	23.8172	135.414	23.1945	135.414	22.8309	135.414	24.4238	135.414	20.3787
135.44	25.2384	135.439	25.1871	135.439	24.6193	135.439	23.8172	135.439	23.1945	135.439	22.8309	135.439	24.4238	135.439	20.3787
135.465	25.2386	135.464	25.1871	135.464	24.6193	135.464	23.8172	135.464	23.1945	135.464	22.8309	135.464	24.4238	135.464	20.3787
135.49	25.2433	135.489	25.192	135.489	24.6241	135.489	23.8221	135.489	23.1994	135.489	22.8455	135.489	24.4287	135.489	20.3835
135.515	25.2429	135.514	25.192	135.514	24.6241	135.514	23.8221	135.514	23.1994	135.514	22.8358	135.514	24.4287	135.514	20.3835
135.54	25.2339	135.539	25.1726	135.539	24.6146	135.539	23.8125	135.539	23.1899	135.539	22.8262	135.539	24.4191	135.539	20.374
135.565	25.2382	135.564	25.1771	135.564	24.6191	135.564	23.817	135.564	23.1943	135.564	22.8307	135.564	24.4236	135.564	20.3785
135.59	25.2382	135.589	25.1773	135.589	24.6193	135.589	23.8172	135.589	23.1945	135.589	22.8309	135.589	24.4238	135.589	20.3787
135.615	25.2337	135.614	25.1726	135.614	24.6146	135.614	23.8125	135.614	23.1898	135.614	22.8262	135.614	24.4191	135.614	20.374
135.64	25.2335	135.639	25.1725	135.639	24.6144	135.639	23.8123	135.639	23.1897	135.639	22.826	135.639	24.4189	135.639	20.3738
135.665	25.2335	135.664	25.1725	135.664	24.6144	135.664	23.8123	135.664	23.1897	135.664	22.826	135.664	24.4189	135.664	20.3738
135.69	25.2335	135.689	25.1725	135.689	24.6144	135.689	23.8131	135.689	23.1897	135.689	22.826	135.689	24.4189	135.689	20.3738
135.715	25.2335	135.714	25.1725	135.714	24.6144	135.714	23.8221	135.714	23.1897	135.714	22.826	135.714	24.4189	135.714	20.3738
135.74	25.2335	135.739	25.1725	135.739	24.6144	135.739	23.8221	135.739	23.1897	135.739	22.826	135.739	24.4189	135.739	20.3738
135.765	25.233	135.764	25.1721	135.764	24.614	135.764	23.8217	135.764	23.1893	135.764	22.8256	135.764	24.4185	135.764	20.3734
135.79	25.2286	135.789	25.1676	135.789	24.6095	135.789	23.8075	135.789	23.1848	135.789	22.8211	135.789	24.414	135.789	20.3787
135.815	25.2286	135.814	25.1676	135.814	24.6103	135.814	23.8172	135.814	23.1848	135.814	22.8211	135.814	24.414	135.814	20.3787
135.84	25.2287	135.839	25.1676	135.839	24.6193	135.839	23.8172	135.839	23.1848	135.839	22.8211	135.839	24.414	135.839	20.3787
135.865	25.2292	135.864	25.168	135.864	24.6196	135.864	23.8176	135.864	23.1852	135.864	22.8215	135.864	24.4144	135.864	20.3791
135.89	25.2331	135.889	25.1721	135.889	24.6237	135.889	23.8217	135.889	23.1893	135.889	22.8256	135.889	24.4185	135.889	20.3832
135.915	25.2331	135.914	25.1723	135.914	24.6239	135.914	23.8121	135.914	23.1895	135.914	22.8258	135.914	24.409	135.914	20.3834
135.94	25.229	135.939	25.1678	135.939	24.6194	135.939	23.8076	135.939	23.185	135.939	22.8213	135.939	24.4045	135.939	20.3789
135.965	25.2335	135.964	25.1725	135.964	24.6241	135.964	23.8123	135.964	23.1897	135.964	22.826	135.964	24.4092	135.964	20.3835
135.99	25.2335	135.989	25.1725	135.989	24.6241	135.989	23.8123	135.989	23.1897	135.989	22.826	135.989	24.4092	135.989	20.3835
136.015	25.2335	136.014	25.1725	136.014	24.6241	136.014	23.8123	136.014	23.1897	136.014	22.826	136.014	24.4092	136.014	20.3835
136.04	25.2335	136.039	25.1725	136.039	24.6241	136.039	23.8123	136.039	23.1897	136.039	22.826	136.039	24.4092	136.039	20.3835
136.065	25.2335	136.064	25.1725	136.064	24.6241	136.064	23.8123	136.064	23.1897	136.064	22.826	136.064	24.4099	136.064	20.3835
136.09	25.2335	136.089	25.1725	136.089	24.6241	136.089	23.8123	136.089	23.1897	136.089	22.826	136.089	24.4189	136.089	20.3835
136.115	25.2335	136.114	25.1725	136.114	24.6241	136.114	23.8123	136.114	23.1897	136.114	22.826	136.114	24.4189	136.114	20.3835
