Cycle: 5  MBP-L-111  2000 nM_X	Cycle: 5  MBP-L-111  2000 nM_Y	Cycle: 6  MBP-L-111  1000 nM_X	Cycle: 6  MBP-L-111  1000 nM_Y	Cycle: 8  MBP-L-111  250 nM_X	Cycle: 8  MBP-L-111  250 nM_Y	Cycle: 9  MBP-L-111  62.5 nM_X	Cycle: 9  MBP-L-111  62.5 nM_Y	Cycle: 10  MBP-L-111  15.6 nM_X	Cycle: 10  MBP-L-111  15.6 nM_Y	Cycle: 11  MBP-L-111  3.9 nM_X	Cycle: 11  MBP-L-111  3.9 nM_Y	Cycle: 13  MBP-L-111  250 nM_X	Cycle: 13  MBP-L-111  250 nM_Y	Cycle: 14  MBP-L-111  0.98 nM_X	Cycle: 14  MBP-L-111  0.98 nM_Y
34.84	26.3629	34.839	25.9895	34.839	24.9849	34.839	23.9692	34.839	23.2489	34.839	20.6547	34.839	24.4371	34.839	10.3002
34.865	26.3587	34.864	25.9851	34.864	24.9895	34.864	23.9649	34.864	23.2453	34.864	20.6601	34.864	24.4328	34.864	10.2958
34.89	26.3585	34.889	25.985	34.889	24.9894	34.889	23.9647	34.889	23.2541	34.889	20.66	34.889	24.4326	34.889	10.3074
34.915	26.3482	34.914	25.9846	34.914	24.989	34.914	23.9651	34.914	23.2537	34.914	20.6596	34.914	24.433	34.914	10.307
34.94	26.3439	34.939	25.9801	34.939	24.9845	34.939	23.9696	34.939	23.2492	34.939	20.6551	34.939	24.4375	34.939	10.3132
34.965	26.3439	34.964	25.9801	34.964	24.9845	34.964	23.9696	34.964	23.2492	34.964	20.6649	34.964	24.4375	34.964	10.3337
34.99	26.3439	34.989	25.9801	34.989	24.9853	34.989	23.9696	34.989	23.2492	34.989	20.6656	34.989	24.4375	34.989	10.3337
35.015	26.3439	35.014	25.9808	35.014	24.9943	35.014	23.9696	35.014	23.2492	35.014	20.6746	35.014	24.4375	35.014	10.3435
35.04	26.3448	35.039	25.9898	35.039	24.9943	35.039	23.9696	35.039	23.25	35.039	20.6746	35.039	24.4375	35.039	10.3533
35.065	26.355	35.064	25.9895	35.064	24.9939	35.064	23.9692	35.064	23.2586	35.064	20.684	35.064	24.4371	35.064	10.3529
35.09	26.3503	35.089	25.9847	35.089	24.9892	35.089	23.9653	35.089	23.2539	35.089	20.6793	35.089	24.4333	35.089	10.358
35.115	26.3458	35.114	25.9801	35.114	24.9845	35.114	23.9696	35.114	23.2492	35.114	20.6746	35.114	24.4394	35.114	10.363
35.14	26.3458	35.139	25.9801	35.139	24.9845	35.139	23.9696	35.139	23.2492	35.139	20.6844	35.139	24.4394	35.139	10.363
35.165	26.3458	35.164	25.9801	35.164	24.9853	35.164	23.9696	35.164	23.2492	35.164	20.6852	35.164	24.4394	35.164	10.3728
35.19	26.3458	35.189	25.9801	35.189	24.9943	35.189	23.9696	35.189	23.25	35.189	20.6941	35.189	24.4394	35.189	10.3736
35.215	26.3453	35.214	25.9797	35.214	24.9939	35.214	23.9692	35.214	23.2586	35.214	20.6938	35.214	24.4391	35.214	10.3939
35.24	26.3413	35.239	25.9761	35.239	24.9895	35.239	23.9649	35.239	23.2543	35.239	20.6992	35.239	24.4347	35.239	10.3896
35.265	26.3453	35.264	25.9894	35.264	24.9939	35.264	23.9701	35.264	23.2586	35.264	20.7035	35.264	24.439	35.264	10.4037
35.29	26.3417	35.289	25.985	35.289	24.9894	35.289	23.9764	35.289	23.2541	35.289	20.699	35.289	24.4345	35.289	10.4089
35.315	26.3507	35.314	25.985	35.314	24.9894	35.314	23.9764	35.314	23.2541	35.314	20.699	35.314	24.4353	35.314	10.4089
35.34	26.3507	35.339	25.985	35.339	24.9901	35.339	23.9764	35.339	23.2541	35.339	20.7108	35.339	24.4443	35.339	10.4187
35.365	26.3507	35.364	25.985	35.364	24.9991	35.364	23.9764	35.364	23.2541	35.364	20.7115	35.364	24.4443	35.364	10.4292
35.39	26.3507	35.389	25.9752	35.389	24.9991	35.389	23.9764	35.389	23.255	35.389	20.7205	35.389	24.4443	35.389	10.4382
35.415	26.3501	35.414	25.9748	35.414	24.9988	35.414	23.976	35.414	23.2655	35.414	20.7201	35.414	24.4439	35.414	10.4476
35.44	26.3454	35.439	25.9701	35.439	24.994	35.439	23.9721	35.439	23.2607	35.439	20.7252	35.439	24.4392	35.439	10.4527
35.465	26.3409	35.464	25.9664	35.464	24.9894	35.464	23.9764	35.464	23.2561	35.464	20.7205	35.464	24.4345	35.464	10.448
35.49	26.3409	35.489	25.9771	35.489	24.9894	35.489	23.9764	35.489	23.2561	35.489	20.7205	35.489	24.4345	35.489	10.4578
35.515	26.3409	35.514	25.9771	35.514	24.9894	35.514	23.9764	35.514	23.2561	35.514	20.7205	35.514	24.4353	35.514	10.4578
35.54	26.3417	35.539	25.9771	35.539	24.9901	35.539	23.9764	35.539	23.2561	35.539	20.7312	35.539	24.4443	35.539	10.4675
35.565	26.3507	35.564	25.9771	35.564	24.9894	35.564	23.9764	35.564	23.2568	35.564	20.742	35.564	24.4443	35.564	10.4675
35.59	26.35	35.589	25.9767	35.589	24.9889	35.589	23.9759	35.589	23.2654	35.589	20.7416	35.589	24.4439	35.589	10.4796
35.615	26.3445	35.614	25.9711	35.614	24.9833	35.614	23.9711	35.614	23.2598	35.614	20.736	35.614	24.4383	35.614	10.4928
35.64	26.34	35.639	25.9664	35.639	24.9786	35.639	23.9754	35.639	23.2551	35.639	20.741	35.639	24.4336	35.639	10.488
35.665	26.34	35.664	25.9664	35.664	24.9786	35.664	23.9754	35.664	23.2551	35.664	20.741	35.664	24.4343	35.664	10.4978
35.69	26.34	35.689	25.9672	35.689	24.9786	35.689	23.9754	35.689	23.2551	35.689	20.741	35.689	24.4433	35.689	10.4978
35.715	26.34	35.714	25.9762	35.714	24.9794	35.714	23.9754	35.714	23.2559	35.714	20.7516	35.714	24.4433	35.714	10.5076
35.74	26.34	35.739	25.9762	35.739	24.9884	35.739	23.9754	35.739	23.2649	35.739	20.7606	35.739	24.4433	35.739	10.5173
35.765	26.3394	35.764	25.9758	35.764	24.988	35.764	23.9758	35.764	23.2645	35.764	20.7602	35.764	24.4429	35.764	10.5169
35.79	26.3345	35.789	25.9709	35.789	24.9831	35.789	23.9702	35.789	23.2596	35.789	20.7553	35.789	24.4381	35.789	10.5218
35.815	26.3312	35.814	25.9666	35.814	24.9788	35.814	23.9658	35.814	23.2553	35.814	20.7607	35.814	24.4337	35.814	10.5183
35.84	26.3281	35.839	25.9664	35.839	24.9786	35.839	23.9657	35.839	23.2551	35.839	20.7606	35.839	24.4336	35.839	10.5369
35.865	26.3236	35.864	25.9617	35.864	24.9739	35.864	23.961	35.864	23.2512	35.864	20.7559	35.864	24.4297	35.864	10.5419
35.89	26.3234	35.889	25.9623	35.889	24.9737	35.889	23.9608	35.889	23.26	35.889	20.7565	35.889	24.4384	35.889	10.5418
35.915	26.3234	35.914	25.9713	35.914	24.9745	35.914	23.9608	35.914	23.26	35.914	20.7752	35.914	24.4384	35.914	10.5535
35.94	26.3228	35.939	25.9709	35.939	24.9831	35.939	23.9612	35.939	23.2596	35.939	20.7748	35.939	24.4381	35.939	10.5531
35.965	26.3187	35.964	25.9664	35.964	24.9786	35.964	23.9657	35.964	23.2551	35.964	20.7703	35.964	24.4336	35.964	10.5584
35.99	26.3251	35.989	25.9723	35.989	24.9845	35.989	23.9715	35.989	23.2609	35.989	20.7762	35.989	24.4297	35.989	10.574
36.015	26.3336	36.014	25.9621	36.014	24.9841	36.014	23.9711	36.014	23.2606	36.014	20.7856	36.014	24.4293	36.014	10.5744
36.04	26.3294	36.039	25.9578	36.039	24.9798	36.039	23.9668	36.039	23.2562	36.039	20.782	36.039	24.4257	36.039	10.5888
36.065	26.3292	36.064	25.9576	36.064	24.9796	36.064	23.9666	36.064	23.2568	36.064	20.7908	36.064	24.4345	36.064	10.5886
36.09	26.3287	36.089	25.958	36.089	24.9683	36.089	23.9662	36.089	23.2654	36.089	20.8022	36.089	24.4342	36.089	10.598
36.115	26.3243	36.114	25.9625	36.114	24.9728	36.114	23.9625	36.114	23.2609	36.114	20.7977	36.114	24.4297	36.114	10.5935
36.14	26.3243	36.139	25.9625	36.139	24.9728	36.139	23.9715	36.139	23.2609	36.139	20.7977	36.139	24.4297	36.139	10.6033
36.165	26.3243	36.164	25.9625	36.164	24.9728	36.164	23.9715	36.164	23.2609	36.164	20.7977	36.164	24.4297	36.164	10.613
36.19	26.3243	36.189	25.9625	36.189	24.9728	36.189	23.9715	36.189	23.2609	36.189	20.7977	36.189	24.4297	36.189	10.613
36.215	26.3243	36.214	25.9625	36.214	24.9728	36.214	23.9715	36.214	23.2617	36.214	20.8074	36.214	24.4297	36.214	10.6236
36.24	26.314	36.239	25.9621	36.239	24.9724	36.239	23.9711	36.239	23.2703	36.239	20.8078	36.239	24.4301	36.239	10.6322
36.265	26.3099	36.264	25.9578	36.264	24.9681	36.264	23.9668	36.264	23.266	36.264	20.8125	36.264	24.4347	36.264	10.6396
36.29	26.3098	36.289	25.9579	36.289	24.9684	36.289	23.9669	36.289	23.2654	36.289	20.8216	36.289	24.4341	36.289	10.6389
36.315	26.3136	36.314	25.9615	36.314	24.9737	36.314	23.9705	36.314	23.26	36.314	20.8162	36.314	24.4287	36.314	10.6433
36.34	26.3136	36.339	25.9615	36.339	24.9737	36.339	23.9705	36.339	23.2502	36.339	20.8162	36.339	24.4287	36.339	10.6531
36.365	26.3136	36.364	25.9615	36.364	24.9737	36.364	23.9705	36.364	23.251	36.364	20.8162	36.364	24.4287	36.364	10.6531
36.39	26.3136	36.389	25.9615	36.389	24.9737	36.389	23.9705	36.389	23.26	36.389	20.826	36.389	24.4287	36.389	10.6636
36.415	26.313	36.414	25.9611	36.414	24.9734	36.414	23.9702	36.414	23.2596	36.414	20.8256	36.414	24.4291	36.414	10.6722
36.44	26.3083	36.439	25.9564	36.439	24.9687	36.439	23.9654	36.439	23.2549	36.439	20.8217	36.439	24.4334	36.439	10.6773
36.465	26.3038	36.464	25.9517	36.464	24.9648	36.464	23.9616	36.464	23.2502	36.464	20.826	36.464	24.4287	36.464	10.6824
36.49	26.3038	36.489	25.9517	36.489	24.9737	36.489	23.9705	36.489	23.2502	36.489	20.8358	36.489	24.4287	36.489	10.6824
36.515	26.3038	36.514	25.9525	36.514	24.9737	36.514	23.9705	36.514	23.251	36.514	20.8358	36.514	24.4287	36.514	10.6921
36.54	26.3046	36.539	25.9615	36.539	24.9737	36.539	23.9705	36.539	23.26	36.539	20.8358	36.539	24.4287	36.539	10.6921
36.565	26.3136	36.564	25.9615	36.564	24.9737	36.564	23.9705	36.564	23.26	36.564	20.8358	36.564	24.4287	36.564	10.7019
36.59	26.3136	36.589	25.9517	36.589	24.9737	36.589	23.9705	36.589	23.26	36.589	20.8455	36.589	24.4287	36.589	10.7027
36.615	26.3125	36.614	25.951	36.614	24.973	36.614	23.9698	36.614	23.2592	36.614	20.8455	36.614	24.4287	36.614	10.7207
36.64	26.304	36.639	25.9422	36.639	24.9649	36.639	23.9619	36.639	23.2504	36.639	20.8457	36.639	24.4289	36.639	10.7119
36.665	26.3038	36.664	25.942	36.664	24.964	36.664	23.9725	36.664	23.2502	36.664	20.8455	36.664	24.4287	36.664	10.7234
36.69	26.3038	36.689	25.9428	36.689	24.964	36.689	23.9725	36.689	23.2502	36.689	20.8553	36.689	24.4287	36.689	10.7332
36.715	26.3038	36.714	25.9517	36.714	24.964	36.714	23.9725	36.714	23.2511	36.714	20.8553	36.714	24.4287	36.714	10.7332
36.74	26.3038	36.739	25.9517	36.739	24.964	36.739	23.9725	36.739	23.2619	36.739	20.8553	36.739	24.4287	36.739	10.7429
36.765	26.304	36.764	25.9514	36.764	24.9636	36.764	23.9721	36.764	23.2615	36.764	20.8549	36.764	24.4283	36.764	10.7425
36.79	26.3087	36.789	25.9469	36.789	24.9591	36.789	23.9676	36.789	23.257	36.789	20.8602	36.789	24.4238	36.789	10.7478
36.815	26.2982	36.814	25.9465	36.814	24.9595	36.814	23.9672	36.814	23.2567	36.814	20.8606	36.814	24.4234	36.814	10.7572
36.84	26.2896	36.839	25.9375	36.839	24.9595	36.839	23.959	36.839	23.2477	36.839	20.8605	36.839	24.4154	36.839	10.7491
36.865	26.2892	36.864	25.9371	36.864	24.9591	36.864	23.9676	36.864	23.2473	36.864	20.8602	36.864	24.4258	36.864	10.7693
36.89	26.2892	36.889	25.9371	36.889	24.9591	36.889	23.9676	36.889	23.2481	36.889	20.8719	36.889	24.4258	36.889	10.7693
36.915	26.2892	36.914	25.9379	36.914	24.9591	36.914	23.9676	36.914	23.257	36.914	20.8719	36.914	24.4258	36.914	10.7791
36.94	26.2892	36.939	25.9469	36.939	24.9591	36.939	23.9676	36.939	23.257	36.939	20.8719	36.939	24.4258	36.939	10.7888
36.965	26.2886	36.964	25.9367	36.964	24.9595	36.964	23.9672	36.964	23.2566	36.964	20.8715	36.964	24.4254	36.964	10.7884
36.99	26.2838	36.989	25.9318	36.989	24.9636	36.989	23.9624	36.989	23.2518	36.989	20.8674	36.989	24.4205	36.989	10.7953
37.015	26.2796	37.014	25.9275	37.014	24.9593	37.014	23.958	37.014	23.2475	37.014	20.8818	37.014	24.4162	37.014	10.791
37.04	26.2794	37.039	25.9273	37.039	24.9591	37.039	23.9489	37.039	23.2473	37.039	20.8816	37.039	24.4168	37.039	10.8013
37.065	26.2802	37.064	25.9273	37.064	24.9591	37.064	23.9578	37.064	23.2481	37.064	20.8816	37.064	24.4258	37.064	10.8103
37.09	26.2894	37.089	25.9273	37.089	24.9591	37.089	23.9578	37.089	23.257	37.089	20.8816	37.089	24.4258	37.089	10.8201
37.115	26.2935	37.114	25.9318	37.114	24.9538	37.114	23.9623	37.114	23.2615	37.114	20.8959	37.114	24.4302	37.114	10.8246
37.14	26.2892	37.139	25.9273	37.139	24.9493	37.139	23.9578	37.139	23.257	37.139	20.8914	37.139	24.4258	37.139	10.8298
37.165	26.2892	37.164	25.9273	37.164	24.9501	37.164	23.9578	37.164	23.257	37.164	20.8914	37.164	24.4258	37.164	10.8298
37.19	26.2886	37.189	25.9279	37.189	24.9587	37.189	23.9575	37.189	23.2567	37.189	20.9017	37.189	24.4254	37.189	10.8392
37.215	26.2845	37.214	25.9344	37.214	24.9544	37.214	23.9539	37.214	23.2523	37.214	20.9082	37.214	24.4218	37.214	10.8447
37.24	26.2843	37.239	25.9342	37.239	24.9542	37.239	23.9627	37.239	23.2529	37.239	20.908	37.239	24.4306	37.239	10.8445
37.265	26.2843	37.264	25.9342	37.264	24.9542	37.264	23.9627	37.264	23.2619	37.264	20.908	37.264	24.4306	37.264	10.855
37.29	26.2843	37.289	25.9342	37.289	24.9542	37.289	23.9627	37.289	23.2619	37.289	20.9178	37.289	24.4306	37.289	10.864
37.315	26.2837	37.314	25.9338	37.314	24.9538	37.314	23.9623	37.314	23.2615	37.314	20.9174	37.314	24.4302	37.314	10.8734
37.34	26.2794	37.339	25.9293	37.339	24.9501	37.339	23.9578	37.339	23.257	37.339	20.9129	37.339	24.4258	37.339	10.8806
37.365	26.2697	37.364	25.9293	37.364	24.9591	37.364	23.9578	37.364	23.257	37.364	20.9137	37.364	24.4258	37.364	10.8806
37.39	26.2706	37.389	25.9293	37.389	24.9591	37.389	23.9578	37.389	23.257	37.389	20.9324	37.389	24.4258	37.389	10.8806
37.415	26.2814	37.414	25.9301	37.414	24.9591	37.414	23.9586	37.414	23.2578	37.414	20.9324	37.414	24.4265	37.414	10.8904
37.44	26.2807	37.439	25.9386	37.439	24.9586	37.439	23.9672	37.439	23.2664	37.439	20.932	37.439	24.4351	37.439	10.8997
37.465	26.2752	37.464	25.933	37.464	24.9531	37.464	23.9616	37.464	23.2608	37.464	20.9264	37.464	24.4295	37.464	10.8941
37.49	26.2706	37.489	25.9283	37.489	24.9491	37.489	23.9569	37.489	23.2561	37.489	20.9315	37.489	24.4248	37.489	10.8992
37.515	26.2704	37.514	25.9283	37.514	24.9581	37.514	23.9569	37.514	23.2561	37.514	20.9315	37.514	24.4248	37.514	10.9
37.54	26.2659	37.539	25.9236	37.539	24.9534	37.539	23.9522	37.539	23.2514	37.539	20.9268	37.539	24.4201	37.539	10.914
37.565	26.2658	37.564	25.9234	37.564	24.9532	37.564	23.9528	37.564	23.2512	37.564	20.9273	37.564	24.4199	37.564	10.9138
37.59	26.2658	37.589	25.9137	37.589	24.9532	37.589	23.9618	37.589	23.252	37.589	20.9363	37.589	24.4199	37.589	10.9236
37.615	26.2665	37.614	25.9144	37.614	24.9532	37.614	23.9618	37.614	23.2609	37.614	20.9461	37.614	24.4207	37.614	10.9334
37.64	26.2755	37.639	25.9234	37.639	24.9532	37.639	23.9618	37.639	23.2609	37.639	20.9461	37.639	24.4297	37.639	10.9334
37.665	26.275	37.664	25.9231	37.664	24.9529	37.664	23.9614	37.664	23.2606	37.664	20.9457	37.664	24.4293	37.664	10.9427
37.69	26.2701	37.689	25.9183	37.689	24.949	37.689	23.9566	37.689	23.2558	37.689	20.9409	37.689	24.4245	37.689	10.9379
37.715	26.2648	37.714	25.9127	37.714	24.9542	37.714	23.951	37.714	23.2502	37.714	20.9451	37.714	24.4189	37.714	10.9429
37.74	26.2648	37.739	25.9127	37.739	24.9542	37.739	23.9518	37.739	23.2502	37.739	20.9451	37.739	24.4189	37.739	10.9519
37.765	26.2648	37.764	25.9127	37.764	24.9542	37.764	23.9608	37.764	23.251	37.764	20.9459	37.764	24.4189	37.764	10.9636
37.79	26.265	37.789	25.9127	37.789	24.9542	37.789	23.9608	37.789	23.26	37.789	20.9549	37.789	24.4197	37.789	10.9636
37.815	26.2697	37.814	25.9176	37.814	24.9591	37.814	23.9657	37.814	23.2649	37.814	20.9598	37.814	24.4336	37.814	10.9783
37.84	26.2696	37.839	25.9176	37.839	24.9591	37.839	23.9657	37.839	23.2649	37.839	20.9598	37.839	24.4336	37.839	10.988
37.865	26.2691	37.864	25.918	37.864	24.9595	37.864	23.9653	37.864	23.2645	37.864	20.9711	37.864	24.4332	37.864	10.9877
37.89	26.2657	37.889	25.9226	37.889	24.9642	37.889	23.961	37.889	23.2601	37.889	20.9668	37.889	24.4289	37.889	10.9931
37.915	26.274	37.914	25.9221	37.914	24.9636	37.914	23.9612	37.914	23.2596	37.914	20.967	37.914	24.4283	37.914	10.9925
37.94	26.2697	37.939	25.9176	37.939	24.9591	37.939	23.9657	37.939	23.2559	37.939	20.9715	37.939	24.4238	37.939	10.9986
37.965	26.2697	37.964	25.9176	37.964	24.9591	37.964	23.9657	37.964	23.2649	37.964	20.9715	37.964	24.4238	37.964	11.0076
37.99	26.2697	37.989	25.9176	37.989	24.9591	37.989	23.9657	37.989	23.2649	37.989	20.9813	37.989	24.4238	37.989	11.0173
38.015	26.2697	38.014	25.9078	38.014	24.9591	38.014	23.9657	38.014	23.2649	38.014	20.9813	38.014	24.4238	38.014	11.0271
38.04	26.2697	38.039	25.9078	38.039	24.9493	38.039	23.9559	38.039	23.2649	38.039	20.9813	38.039	24.4246	38.039	11.0271
38.065	26.2696	38.064	25.9078	38.064	24.9501	38.064	23.9567	38.064	23.2649	38.064	20.9813	38.064	24.4336	38.064	11.0369
38.09	26.2691	38.089	25.9082	38.089	24.9587	38.089	23.9653	38.089	23.2645	38.089	20.9816	38.089	24.4332	38.089	11.0365
38.115	26.264	38.114	25.9123	38.114	24.9538	38.114	23.9604	38.114	23.2508	38.114	20.9955	38.114	24.4283	38.114	11.0433
38.14	26.2464	38.139	25.9033	38.139	24.9448	38.139	23.9514	38.139	23.2525	38.139	20.9865	38.139	24.4193	38.139	11.0343
38.165	26.255	38.164	25.9029	38.164	24.9444	38.164	23.951	38.164	23.2522	38.164	20.9861	38.164	24.4189	38.164	11.0445
38.19	26.255	38.189	25.9029	38.189	24.9444	38.189	23.951	38.189	23.2522	38.189	20.9861	38.189	24.4189	38.189	11.0632
38.215	26.255	38.214	25.9029	38.214	24.9444	38.214	23.951	38.214	23.2522	38.214	20.9959	38.214	24.4189	38.214	11.0632
38.24	26.255	38.239	25.9029	38.239	24.9452	38.239	23.951	38.239	23.2522	38.239	20.9959	38.239	24.4189	38.239	11.073
38.265	26.255	38.264	25.9029	38.264	24.9542	38.264	23.951	38.264	23.2522	38.264	20.9959	38.264	24.4197	38.264	11.073
38.29	26.2539	38.289	25.9029	38.289	24.9534	38.289	23.9502	38.289	23.2514	38.289	20.9959	38.289	24.4279	38.289	11.082
38.315	26.2454	38.314	25.9031	38.314	24.9446	38.314	23.9424	38.314	23.2433	38.314	20.9961	38.314	24.4191	38.314	11.0732
38.34	26.2452	38.339	25.9029	38.339	24.9444	38.339	23.953	38.339	23.2522	38.339	21.0057	38.339	24.4189	38.339	11.0835
38.365	26.2452	38.364	25.9029	38.364	24.9444	38.364	23.953	38.364	23.2522	38.364	21.0057	38.364	24.4189	38.364	11.0925
38.39	26.2452	38.389	25.9029	38.389	24.9452	38.389	23.953	38.389	23.2522	38.389	21.0057	38.389	24.4189	38.389	11.1023
38.415	26.246	38.414	25.9029	38.414	24.9542	38.414	23.953	38.414	23.2522	38.414	21.0057	38.414	24.4189	38.414	11.1121
38.44	26.255	38.439	25.9029	38.439	24.9542	38.439	23.953	38.439	23.2522	38.439	21.0065	38.439	24.4189	38.439	11.1121
38.465	26.2539	38.464	25.8924	38.464	24.9534	38.464	23.9522	38.464	23.2514	38.464	21.0244	38.464	24.4182	38.464	11.123
38.49	26.2454	38.489	25.8843	38.489	24.9446	38.489	23.9442	38.489	23.2426	38.489	21.0156	38.489	24.4093	38.489	11.1142
38.515	26.2454	38.514	25.8932	38.514	24.9444	38.514	23.953	38.514	23.2432	38.514	21.0154	38.514	24.4101	38.514	11.1238
38.54	26.2501	38.539	25.898	38.539	24.9493	38.539	23.9578	38.539	23.257	38.539	21.0203	38.539	24.4258	38.539	11.1287
38.565	26.2501	38.564	25.898	38.564	24.9493	38.564	23.9578	38.564	23.257	38.564	21.0203	38.564	24.4258	38.564	11.1394
38.59	26.2501	38.589	25.898	38.589	24.9501	38.589	23.9578	38.589	23.257	38.589	21.0301	38.589	24.4258	38.589	11.1502
38.615	26.2501	38.614	25.898	38.614	24.9591	38.614	23.9578	38.614	23.257	38.614	21.0301	38.614	24.4258	38.614	11.1599
38.64	26.2493	38.639	25.8976	38.639	24.9587	38.639	23.9582	38.639	23.2566	38.639	21.0297	38.639	24.4254	38.639	11.1595
38.665	26.2404	38.664	25.8875	38.664	24.9486	38.664	23.9571	38.664	23.2473	38.664	21.0205	38.664	24.4152	38.664	11.1592
38.69	26.2491	38.689	25.8881	38.689	24.9386	38.689	23.9569	38.689	23.2561	38.689	21.0311	38.689	24.4158	38.689	11.1687
38.715	26.2486	38.714	25.8967	38.714	24.9382	38.714	23.9565	38.714	23.2557	38.714	21.0405	38.714	24.4244	38.714	11.1683
38.74	26.2444	38.739	25.8924	38.739	24.9339	38.739	23.9522	38.739	23.2514	38.739	21.0361	38.739	24.4201	38.739	11.1745
38.765	26.2443	38.764	25.8922	38.764	24.9345	38.764	23.952	38.764	23.2512	38.764	21.0359	38.764	24.4199	38.764	11.1834
38.79	26.2443	38.789	25.8922	38.789	24.9435	38.789	23.9528	38.789	23.2512	38.789	21.0359	38.789	24.4199	38.789	11.1931
38.815	26.2443	38.814	25.8922	38.814	24.9435	38.814	23.9618	38.814	23.252	38.814	21.0367	38.814	24.4082	38.814	11.1931
38.84	26.2437	38.839	25.8918	38.839	24.9431	38.839	23.9516	38.839	23.2606	38.839	21.057	38.839	24.4086	38.839	11.2025
38.865	26.2394	38.864	25.8873	38.864	24.9386	38.864	23.9471	38.864	23.2561	38.864	21.0525	38.864	24.4131	38.864	11.198
38.89	26.2394	38.889	25.8882	38.889	24.9386	38.889	23.9471	38.889	23.2561	38.889	21.0525	38.889	24.4131	38.889	11.2097
38.915	26.2401	38.914	25.899	38.914	24.9386	38.914	23.9471	38.914	23.2561	38.914	21.0525	38.914	24.4131	38.914	11.2195
38.94	26.2486	38.939	25.8986	38.939	24.9382	38.939	23.9467	38.939	23.2557	38.939	21.0522	38.939	24.4127	38.939	11.2199
38.965	26.2444	38.964	25.8943	38.964	24.9347	38.964	23.9432	38.964	23.2514	38.964	21.0478	38.964	24.4084	38.964	11.2343
38.99	26.2437	38.989	25.8937	38.989	24.9431	38.989	23.9516	38.989	23.2516	38.989	21.057	38.989	24.4086	38.989	11.2337
39.015	26.2394	39.014	25.8892	39.014	24.9386	39.014	23.9471	39.014	23.2561	39.014	21.0533	39.014	24.4131	39.014	11.239
39.04	26.2394	39.039	25.8775	39.039	24.9386	39.039	23.9471	39.039	23.2561	39.039	21.0623	39.039	24.4131	39.039	11.239
39.065	26.2394	39.064	25.8775	39.064	24.9386	39.064	23.9471	39.064	23.2561	39.064	21.0623	39.064	24.4131	39.064	11.2488
39.09	26.2394	39.089	25.8775	39.089	24.9386	39.089	23.9471	39.089	23.2561	39.089	21.0721	39.089	24.4131	39.089	11.2585
39.115	26.2396	39.114	25.8783	39.114	24.9386	39.114	23.9471	39.114	23.2561	39.114	21.0721	39.114	24.4131	39.114	11.2593
39.14	26.2443	39.139	25.8922	39.139	24.9444	39.139	23.9528	39.139	23.2617	39.139	21.077	39.139	24.4179	39.139	11.283
39.165	26.2442	39.164	25.8922	39.164	24.9552	39.164	23.9618	39.164	23.2707	39.164	21.077	39.164	24.4187	39.164	11.283
39.19	26.2436	39.189	25.8917	39.189	24.9547	39.189	23.9613	39.189	23.2702	39.189	21.0863	39.189	24.4272	39.189	11.2923
39.215	26.2385	39.214	25.8859	39.214	24.9489	39.214	23.9554	39.214	23.2644	39.214	21.0812	39.214	24.4214	39.214	11.2981
39.24	26.2425	39.239	25.8807	39.239	24.9437	39.239	23.9502	39.239	23.2592	39.239	21.085	39.239	24.4162	39.239	11.2929
39.265	26.2423	39.264	25.8805	39.264	24.9435	39.264	23.95	39.264	23.259	39.264	21.0848	39.264	24.416	39.264	11.2927
39.29	26.2423	39.289	25.8812	39.289	24.9435	39.289	23.95	39.289	23.2598	39.289	21.0848	39.289	24.416	39.289	11.3033
39.315	26.2325	39.314	25.8902	39.314	24.9435	39.314	23.9508	39.314	23.2688	39.314	21.0848	39.314	24.416	39.314	11.3123
39.34	26.2325	39.339	25.8902	39.339	24.9435	39.339	23.9598	39.339	23.2688	39.339	21.0945	39.339	24.4168	39.339	11.322
39.365	26.2325	39.364	25.8902	39.364	24.9435	39.364	23.9598	39.364	23.2688	39.364	21.0945	39.364	24.4258	39.364	11.3318
39.39	26.2325	39.389	25.8805	39.389	24.9442	39.389	23.9598	39.389	23.2688	39.389	21.0945	39.389	24.4258	39.389	11.3318
39.415	26.2318	39.414	25.8801	39.414	24.9431	39.414	23.9496	39.414	23.2684	39.414	21.0949	39.414	24.4254	39.414	11.3412
39.44	26.2231	39.439	25.8709	39.439	24.9339	39.439	23.9405	39.439	23.2592	39.439	21.0947	39.439	24.4162	39.439	11.332
39.465	26.2269	39.464	25.8758	39.464	24.938	39.464	23.9454	39.464	23.2641	39.464	21.1086	39.464	24.4203	39.464	11.3459
39.49	26.223	39.489	25.8806	39.489	24.9339	39.489	23.9502	39.489	23.2689	39.489	21.1045	39.489	24.4162	39.489	11.3425
39.515	26.2226	39.514	25.8805	39.514	24.9337	39.514	23.95	39.514	23.2688	39.514	21.1043	39.514	24.4168	39.514	11.3611
39.54	26.219	39.539	25.8758	39.539	24.929	39.539	23.9453	39.539	23.2641	39.539	21.0996	39.539	24.4211	39.539	11.3662
39.565	26.229	39.564	25.8752	39.564	24.9284	39.564	23.9448	39.564	23.2635	39.564	21.099	39.564	24.4205	39.564	11.3656
39.59	26.2247	39.589	25.8707	39.589	24.9239	39.589	23.9403	39.589	23.259	39.589	21.1051	39.589	24.416	39.589	11.3728
