Cycle:_4_1C-3_0.1_nM_X_time,(RU),Cycle:_5_1C-3_1_nM_X_time,(RU),Cycle:_6_1C-3_10_nM_X_time,(RU),Cycle:_7_1C-3_1000_nM_X_time,(RU)
13.636,1.11264,13.636,7.5962176,13.636,23.4107176,13.636,25.6039176
13.736,1.12466,13.736,7.6494176,13.736,23.4165776,13.736,25.6160776
13.836,1.12466,13.836,7.6984076,13.836,23.4327376,13.836,25.6162376
13.936,1.13794,13.936,7.7493476,13.936,23.4426976,13.936,25.6163976
14.036,1.14069,14.036,7.7870176,14.036,23.4393576,14.036,25.6095576
14.136,1.1442,14.136,7.8297476,14.136,23.4430176,14.136,25.6070176
14.236,1.15396,14.236,7.8939676,14.236,23.4529776,14.236,25.6168776
14.336,1.16373,14.336,7.9492076,14.336,23.4628376,14.336,25.6170376
14.436,1.16022,14.436,7.9868776,14.436,23.4594976,14.436,25.6234976
14.536,1.16724,14.536,8.0296076,14.536,23.4686576,14.536,25.6173576
14.636,1.17349,14.636,8.0805476,14.636,23.4751176,14.636,25.6140176
14.736,1.1817,14.736,8.1279776,14.736,23.4814776,14.736,25.6044776
14.836,1.18521,14.836,8.1804776,14.836,23.4851376,14.836,25.6081376
14.936,1.18521,14.936,8.2181376,14.936,23.4817976,14.936,25.6164976
15.036,1.19498,15.036,8.2608776,15.036,23.4792576,15.036,25.6103576
15.136,1.20474,15.136,8.3153276,15.136,23.4954176,15.136,25.6105176
15.236,1.211,15.236,8.3670576,15.236,23.5017776,15.236,25.6169776
15.336,1.21451,15.336,8.4117476,15.336,23.5055376,15.336,25.6073376
15.436,1.21451,15.436,8.4474576,15.436,23.5056976,15.436,25.5977976
15.536,1.22427,15.536,8.5019076,15.536,23.5155576,15.536,25.6111576
15.636,1.23404,15.636,8.5528476,15.636,23.5255176,15.636,25.6113176
15.736,1.23053,15.736,8.5885676,15.736,23.5221776,15.736,25.6079776
15.836,1.23755,15.836,8.6332476,15.836,23.5293376,15.836,25.6019376
15.936,1.24936,15.936,8.6780276,15.936,23.5412976,15.936,25.6075976
16.036,1.25162,16.036,8.7214576,16.036,23.5339576,16.036,25.6002576
16.136,1.25513,16.136,8.7606776,16.136,23.5341176,16.136,25.6004176
16.236,1.26764,16.236,8.8116176,16.236,23.5342776,16.236,25.6068776
16.336,1.2731,16.336,8.8625676,16.336,23.5559376,16.336,25.6089376
16.436,1.28131,16.436,8.9099976,16.436,23.5560976,16.436,25.5993976
16.536,1.27856,16.536,8.9429576,16.536,23.5562576,16.536,25.5932576
16.636,1.29459,16.636,9.0036676,16.636,23.5759176,16.636,25.6032176
16.736,1.30084,16.736,9.0413376,16.736,23.5725776,16.736,25.5998776
16.836,1.30435,16.836,9.0973376,16.836,23.5797376,16.836,25.6035376
16.936,1.30505,16.936,9.1412676,16.936,23.5826976,16.936,25.6001976
17.036,1.31607,17.036,9.1839976,17.036,23.5765576,17.036,25.6038576
17.136,1.32233,17.136,9.2314276,17.136,23.5872176,17.136,25.6102176
17.236,1.32584,17.236,9.2776676,17.236,23.5885776,17.236,25.6041776
17.336,1.32584,17.336,9.3215876,17.336,23.5969376,17.336,25.6008376
17.436,1.34537,17.436,9.3740876,17.436,23.6041976,17.436,25.6044976
17.536,1.34537,17.536,9.4152676,17.536,23.6105576,17.536,25.6046576
17.636,1.34537,17.636,9.4642576,17.636,23.6072176,17.636,25.6013176
17.736,1.35513,17.736,9.5054276,17.736,23.6046776,17.736,25.6049776
17.836,1.36139,17.836,9.5626276,17.836,23.6173376,17.836,25.6113376
17.936,1.35864,17.936,9.5955876,17.936,23.6111976,17.936,25.6052976
18.036,1.37466,18.036,9.6348176,18.036,23.6148576,18.036,25.6054576
18.136,1.38022,18.136,9.6913076,18.136,23.6268176,18.136,25.6111176
18.236,1.38599,18.236,9.7284876,18.236,23.6194776,18.236,25.6037776
18.336,1.39224,18.336,9.7739676,18.336,23.6231376,18.336,25.6039376
18.436,1.3985,18.436,9.8213976,18.436,23.6358976,18.436,25.6103976
18.536,1.40396,18.536,9.8641276,18.536,23.6297576,18.536,25.6042576
18.636,1.40396,18.636,9.9017976,18.636,23.6299176,18.636,25.6009176
18.736,1.41568,18.736,9.9562476,18.736,23.6417776,18.736,25.6065776
18.836,1.42194,18.836,9.9981276,18.836,23.6419376,18.836,25.6032376
18.936,1.41568,18.936,10.0483976,18.936,23.6420976,18.936,25.5970976
19.036,1.42545,19.036,10.0957576,19.036,23.6485576,19.036,25.6035576
19.136,1.43521,19.136,10.1287176,19.136,23.6424176,19.136,25.5974176
19.236,1.43521,19.236,10.1734776,19.236,23.6460776,19.236,25.6073776
19.336,1.45474,19.336,10.2349376,19.336,23.6587376,19.336,25.6137376
19.436,1.45123,19.436,10.2663976,19.436,23.6491976,19.436,25.6041976
19.536,1.44849,19.536,10.3028576,19.536,23.6472576,19.536,25.5980576
19.636,1.461,19.636,10.3565176,19.636,23.6612176,19.636,25.6045176
19.736,1.46451,19.736,10.3992776,19.736,23.6550776,19.736,25.5983776
19.836,1.47427,19.836,10.4502376,19.836,23.6685376,19.836,25.6083376
19.936,1.48404,19.936,10.4886976,19.936,23.6707976,19.936,25.6042976
20.036,1.48404,20.036,10.5383576,20.036,23.6633576,20.036,25.5968576
20.136,1.4903,20.136,10.5839176,20.136,23.6733176,20.136,25.6033176
20.236,1.49731,20.236,10.6187776,20.236,23.6734776,20.236,25.5971776
20.336,1.50006,20.336,10.6580376,20.336,23.6701376,20.336,25.5938376
20.436,1.50357,20.436,10.7089976,20.436,23.6772976,20.436,25.5974976
20.536,1.51685,20.536,10.7481576,20.536,23.6837576,20.536,25.5976576
20.636,1.51959,20.636,10.7956176,20.636,23.6687176,20.636,25.5943176
20.736,1.53287,20.736,10.8418776,20.736,23.6723776,20.736,25.5979776
20.836,1.52936,20.836,10.8857376,20.836,23.6725376,20.836,25.5946376
20.936,1.53833,20.936,10.9304976,20.936,23.6843976,20.936,25.6002976
21.036,1.5528,21.036,10.9681576,21.036,23.6810576,21.036,25.5969576
21.136,1.54654,21.136,11.0011176,21.136,23.6784176,21.136,25.5908176
21.236,1.5528,21.236,11.0422776,21.236,23.6813776,21.236,25.5874776
21.336,1.55981,21.336,11.0912376,21.336,23.6850376,21.336,25.5911376
21.436,1.56607,21.436,11.1323976,21.436,23.6886976,21.436,25.5912976
21.536,1.57233,21.536,11.1779576,21.536,23.6915576,21.536,25.5879576
21.636,1.57584,21.636,11.2163176,21.636,23.6952176,21.636,25.5951176
21.736,1.5849,21.736,11.2575776,21.736,23.6946776,21.736,25.5973776
21.836,1.58365,21.836,11.2912376,21.836,23.6936376,21.836,25.5900376
21.936,1.59341,21.936,11.3542976,21.936,23.7035976,21.936,25.5998976
22.036,1.59967,22.036,11.3994576,22.036,23.6946576,22.036,25.5965576
22.136,1.59692,22.136,11.4324176,22.136,23.6960176,22.136,25.5807176
22.236,1.6192,22.236,11.4797776,22.236,23.7024776,22.236,25.5871776
22.336,1.61295,22.336,11.5128376,22.336,23.6963376,22.336,25.5810376
22.436,1.6192,22.436,11.5539976,22.436,23.6964976,22.436,25.5776976
22.536,1.62622,22.536,11.6029576,22.536,23.7064576,22.536,25.5848576
22.636,1.63873,22.636,11.6308176,22.636,23.6968176,22.636,25.5878176
22.736,1.63248,22.736,11.6637776,22.736,23.6969776,22.736,25.5816776
22.836,1.63873,22.836,11.7128376,22.836,23.7034376,22.836,25.5881376
22.936,1.64841,22.936,11.7539976,22.936,23.7008976,22.936,25.5819976
23.036,1.66568,23.036,11.8029576,23.036,23.7170576,23.036,25.5919576
23.136,1.66217,23.136,11.8344176,23.136,23.7137176,23.136,25.5886176
23.236,1.66568,23.236,11.8735776,23.236,23.7110776,23.236,25.5824776
23.336,1.67545,23.336,11.9210376,23.336,23.7237376,23.336,25.5924376
23.436,1.67545,23.436,11.9539976,23.436,23.7176976,23.436,25.5827976
23.536,1.68521,23.536,11.9986576,23.536,23.7115576,23.536,25.5829576
23.636,1.68521,23.636,12.0406176,23.636,23.7145176,23.636,25.5796176
23.736,1.7067,23.736,12.0775776,23.736,23.7200776,23.736,25.5852776
23.836,1.70248,23.836,12.1125376,23.836,23.7160376,23.836,25.5812376
23.936,1.69498,23.936,12.1496976,23.936,23.7121976,23.936,25.5773976
24.036,1.71802,24.036,12.2049576,24.036,23.7283576,24.036,25.5935576
24.136,1.72076,24.136,12.2309176,24.136,23.7250176,24.136,25.5902176
24.236,1.72427,24.236,12.2693776,24.236,23.7224776,24.236,25.5840776
24.336,1.73404,24.336,12.3210376,24.336,23.7253376,24.336,25.5905376
24.436,1.73404,24.436,12.3559976,24.436,23.7192976,24.436,25.5746976
24.536,1.7403,24.536,12.3916576,24.536,23.7159576,24.536,25.5712576
24.636,1.74731,24.636,12.4301176,24.636,23.7231176,24.636,25.5792176
24.736,1.75983,24.736,12.4720776,24.736,23.7259776,24.736,25.5833776
24.836,1.76334,24.836,12.5168376,24.836,23.7296376,24.836,25.5870376
24.936,1.77155,24.936,12.5426976,24.936,23.7262976,24.936,25.5836976
25.036,1.7688,25.036,12.5792576,25.036,23.7244576,25.036,25.5775576
25.136,1.78131,25.136,12.6329176,25.136,23.7286176,25.136,25.5742176
25.236,1.78833,25.236,12.6560776,25.236,23.7224776,25.236,25.5680776
25.336,1.79108,25.336,12.6937376,25.336,23.7226376,25.336,25.5682376
25.436,1.80435,25.436,12.7406976,25.436,23.7325976,25.436,25.5781976
25.536,1.80856,25.536,12.7796576,25.536,23.7327576,25.536,25.5783576
25.636,1.81186,25.636,12.8146176,25.636,23.7224176,25.636,25.5743176
25.736,1.81412,25.736,12.8482776,25.736,23.7213776,25.736,25.5669776
25.836,1.82388,25.836,12.8875376,25.836,23.7277376,25.836,25.5769376
25.936,1.83365,25.936,12.9267976,25.936,23.7251976,25.936,25.5672976
26.036,1.83365,26.036,12.9581576,26.036,23.7315576,26.036,25.5674576
26.136,1.84537,26.136,13.0091176,26.136,23.7400176,26.136,25.5758176
26.236,1.85513,26.236,13.0404776,26.236,23.7275776,26.236,25.5696776
26.336,1.85162,26.336,13.0762376,26.336,23.7305376,26.336,25.5663376
26.436,1.85864,26.436,13.1126976,26.436,23.7341976,26.436,25.5735976
26.536,1.87466,26.536,13.1601576,26.536,23.7378576,26.536,25.5682576
26.636,1.87115,26.636,13.1861176,26.636,23.7408176,26.636,25.5649176
26.736,1.88443,26.736,13.2307776,26.736,23.7444776,26.736,25.5685776
26.836,1.88794,26.836,13.2602376,26.836,23.7328376,26.836,25.5687376
26.936,1.90045,26.936,13.2896976,26.936,23.7329976,26.936,25.5653976
27.036,1.8942,27.036,13.3308576,27.036,23.7331576,27.036,25.5627576
27.136,1.90396,27.136,13.3701176,27.136,23.7431176,27.136,25.5790176
27.236,1.91568,27.236,13.4077776,27.236,23.7397776,27.236,25.5755776
27.336,1.91568,27.336,13.4344376,27.336,23.7372376,27.336,25.5632376
27.436,1.92194,27.436,13.4783976,27.436,23.7302976,27.436,25.5661976
27.536,1.92545,27.536,13.5113576,27.536,23.7339576,27.536,25.5698576
27.636,1.93872,27.636,13.5541176,27.636,23.7341176,27.636,25.5700176
27.736,1.94077,27.736,13.5875776,27.736,23.7342776,27.736,25.5659776
27.836,1.93326,27.836,13.6192376,27.836,23.7344376,27.836,25.5523376
27.936,1.95279,27.936,13.6603976,27.936,23.7443976,27.936,25.5684976
28.036,1.95279,28.036,13.6898576,28.036,23.7312576,28.036,25.5651576
28.136,1.96255,28.136,13.7310176,28.136,23.7287176,28.136,25.5626176
28.236,1.96255,28.236,13.7604776,28.236,23.7350776,28.236,25.5689776
28.336,1.98209,28.336,13.8004376,28.336,23.7415376,28.336,25.5656376
28.436,1.98209,28.436,13.8428976,28.436,23.7353976,28.436,25.5595976
28.536,1.98834,28.536,13.8688576,28.536,23.7355576,28.536,25.5562576
28.636,1.98209,28.636,13.8920176,28.636,23.7357176,28.636,25.5536176
28.736,2.00162,28.736,13.9366776,28.736,23.7358776,28.736,25.5697776
28.836,1.99811,28.836,13.9786376,28.836,23.7325376,28.836,25.5664376
28.936,1.99185,28.936,14.0037976,28.936,23.7299976,28.936,25.5505976
29.036,2.00427,29.036,14.0297576,29.036,23.7328576,29.036,25.5472576
29.136,2.01724,29.136,14.0779176,29.136,23.7385176,29.136,25.5571176
29.236,2.02701,29.236,14.1155776,29.236,23.7421776,29.236,25.5647776
29.336,2.0235,29.336,14.1415376,29.336,23.7451376,29.336,25.5516376
29.436,2.02701,29.436,14.1764976,29.436,23.7389976,29.436,25.5490976
29.536,2.02701,29.536,14.2024576,29.536,23.7356576,29.536,25.5519576
29.636,2.04654,29.636,14.2506176,29.636,23.7295176,29.636,25.5556176
29.736,2.04654,29.736,14.2863776,29.736,23.7331776,29.736,25.5459776
29.836,2.0528,29.836,14.3123376,29.836,23.7361376,29.836,25.5461376
29.936,2.0563,29.936,14.3506976,29.936,23.7397976,29.936,25.5560976
30.036,2.06958,30.036,14.3961576,30.036,23.7399576,30.036,25.5562576
30.136,2.07162,30.136,14.4214176,30.136,23.7359176,30.136,25.5522176
30.236,2.07388,30.236,14.4453776,30.236,23.7320776,30.236,25.5483776
30.336,2.08365,30.336,14.4880376,30.336,23.7384376,30.336,25.5548376
30.436,2.09341,30.436,14.5221976,30.436,23.7350976,30.436,25.5513976
30.536,2.09341,30.536,14.5551576,30.536,23.7290576,30.536,25.5453576
30.636,2.10162,30.636,14.5811176,30.636,23.7292176,30.636,25.5357176
30.736,2.10513,30.736,14.6160776,30.736,23.7390776,30.736,25.5456776
30.836,2.1149,30.836,14.6490376,30.836,23.7392376,30.836,25.5458376
30.936,2.1149,30.936,14.6811976,30.936,23.7358976,30.936,25.5424976
31.036,2.12466,31.036,14.7063576,31.036,23.7242576,31.036,25.5398576
31.136,2.13443,31.136,14.7456176,31.136,23.7417176,31.136,25.5561176
31.236,2.14069,31.236,14.7770776,31.236,23.7383776,31.236,25.5409776
31.336,2.13443,31.336,14.8064376,31.336,23.7322376,31.336,25.5384376
31.436,2.1442,31.436,14.8358976,31.436,23.7323976,31.436,25.5447976
31.536,2.15396,31.536,14.8736576,31.536,23.7290576,31.536,25.5512576
31.636,2.15396,31.636,14.8968176,31.636,23.7265176,31.636,25.5389176
31.736,2.16373,31.736,14.9304776,31.736,23.7328776,31.736,25.5452776
31.836,2.17349,31.836,14.9791376,31.836,23.7428376,31.836,25.5552376
31.936,2.17975,31.936,15.0050976,31.936,23.7394976,31.936,25.5518976
32.036,2.18326,32.036,15.0283576,32.036,23.7368576,32.036,25.5499576
32.136,2.18677,32.136,15.0597176,32.136,23.7433176,32.136,25.5479176
32.236,2.19928,32.236,15.0891776,32.236,23.7282776,32.236,25.5445776
32.336,2.20279,32.336,15.1284376,32.336,23.7319376,32.336,25.5517376
32.436,2.20279,32.436,15.1597976,32.436,23.7355976,32.436,25.5581976
32.536,2.2103,32.536,15.1850576,32.536,23.7377576,32.536,25.5443576
32.636,2.20279,32.636,15.1972176,32.636,23.7304176,32.636,25.5370176
32.736,2.22427,32.736,15.2403776,32.736,23.7422776,32.736,25.5488776
32.836,2.22427,32.836,15.2698376,32.836,23.7327376,32.836,25.5490376
32.936,2.22427,32.936,15.3011976,32.936,23.7328976,32.936,25.5428976
33.036,2.23053,33.036,15.3174576,33.036,23.7330576,33.036,25.5458576
33.136,2.23825,33.136,15.3636176,33.136,23.7429176,33.136,25.5495176
33.236,2.25552,33.236,15.3895776,33.236,23.7430776,33.236,25.5398776
33.336,2.25201,33.336,15.4175376,33.336,23.7397376,33.336,25.5400376
33.436,2.25552,33.436,15.4406976,33.436,23.7273976,33.436,25.5401976
33.536,2.26529,33.536,15.4853576,33.536,23.7435576,33.536,25.5501576
33.636,2.26529,33.636,15.5078176,33.636,23.7402176,33.636,25.5468176
33.736,2.27505,33.736,15.5310776,33.736,23.7376776,33.736,25.5344776
33.836,2.27505,33.836,15.5624376,33.836,23.7440376,33.836,25.5408376
33.936,2.29108,33.936,15.6016976,33.936,23.7504976,33.936,25.5472976
34.036,2.28833,34.036,15.6311576,34.036,23.7346576,34.036,25.5411576
34.136,2.29108,34.136,15.6473176,34.136,23.7348176,34.136,25.5413176
34.236,2.30435,34.236,15.6821776,34.236,23.7446776,34.236,25.5512776
34.336,2.30435,34.336,15.7116376,34.336,23.7448376,34.336,25.5416376
34.436,2.31607,34.436,15.7395976,34.436,23.7414976,34.436,25.5382976
34.536,2.31607,34.536,15.7662576,34.536,23.7354576,34.536,25.5357576
34.636,2.32162,34.636,15.7978176,34.636,23.7314176,34.636,25.5477176
34.736,2.32739,34.736,15.8216776,34.736,23.7282776,34.736,25.5286776
34.836,2.33365,34.836,15.8413376,34.836,23.7359376,34.836,25.5330376
34.936,2.33014,34.936,15.8707976,34.936,23.7325976,34.936,25.5371976
35.036,2.34341,35.036,15.9100576,35.036,23.7362576,35.036,25.5408576
35.136,2.34692,35.136,15.9317176,35.136,23.7364176,35.136,25.5312176
35.236,2.35944,35.236,15.9576776,35.236,23.7365776,35.236,25.5313776
35.336,2.36295,35.336,15.9906376,35.336,23.7367376,35.336,25.5413376
35.436,2.3692,35.436,16.0219976,35.436,23.7333976,35.436,25.5379976
35.536,2.36295,35.536,16.0417576,35.536,23.7272576,35.536,25.5220576
35.636,2.37622,35.636,16.0712176,35.636,23.7274176,35.636,25.5258176
35.736,2.39069,35.736,16.1107776,35.736,23.7392776,35.736,25.5403776
35.836,2.3942,35.836,16.1242376,35.836,23.7394376,35.836,25.5245376
35.936,2.3942,35.936,16.1536976,35.936,23.7298976,35.936,25.5246976
36.036,2.39069,36.036,16.1760576,36.036,23.7265576,36.036,25.5248576
36.136,2.40747,36.136,16.2165176,36.136,23.7337176,36.136,25.5348176
36.236,2.41022,36.236,16.2424776,36.236,23.7365776,36.236,25.5216776
36.336,2.41568,36.336,16.2578376,36.336,23.7305376,36.336,25.5190376
36.436,2.41568,36.436,16.2872976,36.436,23.7208976,36.436,25.5254976
36.536,2.42615,36.536,16.3167576,36.536,23.7308576,36.536,25.5318576
36.636,2.43716,36.636,16.3482176,36.636,23.7310176,36.636,25.5195176
36.736,2.43716,36.736,16.3678776,36.736,23.7311776,36.736,25.5259776
36.836,2.44693,36.836,16.3973376,36.836,23.7348376,36.836,25.5261376
36.936,2.45319,36.936,16.4267976,36.936,23.7474976,36.936,25.5360976
37.036,2.44693,37.036,16.4484576,37.036,23.7413576,37.036,25.5264576
37.136,2.46021,37.136,16.4779176,37.136,23.7318176,37.136,25.5266176
37.236,2.46646,37.236,16.4975776,37.236,23.7354776,37.236,25.5302776
37.336,2.48178,37.336,16.5380376,37.336,23.7474376,37.336,25.5422376
37.436,2.47427,37.436,16.5564976,37.436,23.7400976,37.436,25.5250976
37.536,2.48404,37.536,16.5859576,37.536,23.7402576,37.536,25.5252576
37.636,2.4903,37.636,16.6119176,37.636,23.7466176,37.636,25.5352176
37.736,2.49731,37.736,16.6272776,37.736,23.7440776,37.736,25.5236776
37.836,2.50357,37.836,16.6567376,37.836,23.7504376,37.836,25.5238376
37.936,2.50983,37.936,16.6728976,37.936,23.7353976,37.936,25.5246976
38.036,2.50357,38.036,16.6898576,38.036,23.7293576,38.036,25.5260576
38.136,2.51334,38.136,16.7373176,38.136,23.7392176,38.136,25.5262176
38.236,2.51959,38.236,16.7534776,38.236,23.7400776,38.236,25.5263776
38.336,2.51685,38.336,16.7766376,38.336,23.7415376,38.336,25.5265376
38.436,2.5231,38.436,16.7982976,38.436,23.7416976,38.436,25.5266976
38.536,2.53131,38.536,16.8277576,38.536,23.7383576,38.536,25.5171576
38.636,2.53482,38.636,16.8572176,38.636,23.7322176,38.636,25.5270176
38.736,2.54459,38.736,16.8788776,38.736,23.7358776,38.736,25.5271776
38.836,2.54459,38.836,16.9048376,38.836,23.7388376,38.836,25.5273376
38.936,2.54459,38.936,16.9182976,38.936,23.7326976,38.936,25.5177976
39.036,2.56256,39.036,16.9594576,39.036,23.7410576,39.036,25.5261576
39.136,2.5563,39.136,16.9811176,39.136,23.7385176,39.136,25.5235176
39.236,2.56958,39.236,17.0007776,39.236,23.7448776,39.236,25.5201776
39.336,2.57584,39.336,17.0204376,39.336,23.7353376,39.336,25.5203376
39.436,2.58209,39.436,17.0463976,39.436,23.7416976,39.436,25.5302976
39.536,2.5856,39.536,17.0750576,39.536,23.7356576,39.536,25.5206576
39.636,2.5856,39.636,17.1010176,39.636,23.7393176,39.636,25.5208176
39.736,2.5849,39.736,17.1164776,39.736,23.7414776,39.736,25.5202776
39.836,2.60318,39.836,17.1404376,39.836,23.7341376,39.836,25.5289376
39.936,2.60318,39.936,17.1698976,39.936,23.7342976,39.936,25.5193976
40.036,2.60944,40.036,17.1902576,40.036,23.7344576,40.036,25.5195576
40.136,2.61646,40.136,17.2209176,40.136,23.7444176,40.136,25.5294176
40.236,2.63248,40.236,17.2425776,40.236,23.7445776,40.236,25.5295776
40.336,2.63248,40.336,17.2623376,40.336,23.7482376,40.336,25.5200376
40.436,2.62897,40.436,17.2784976,40.436,23.7510976,40.436,25.5208976
40.536,2.64771,40.536,17.3149576,40.536,23.7450576,40.536,25.5320576
40.636,2.65396,40.636,17.3428176,40.636,23.7452176,40.636,25.5322176
40.736,2.65045,40.736,17.3590776,40.736,23.7453776,40.736,25.5225776
40.836,2.65396,40.836,17.3822376,40.836,23.7552376,40.836,25.5325376
40.936,2.66373,40.936,17.4171976,40.936,23.7553976,40.936,25.5326976
41.036,2.66794,41.036,17.4430576,41.036,23.7458576,41.036,25.5246576
41.136,2.6817,41.136,17.4593176,41.136,23.7425176,41.136,25.5275176
41.236,2.68521,41.236,17.4824776,41.236,23.7496776,41.236,25.5311776
41.336,2.69498,41.336,17.5021376,41.336,23.7560376,41.336,25.5313376
41.436,2.69147,41.436,17.5237976,41.436,23.7526976,41.436,25.5217976
41.536,2.69498,41.536,17.5630576,41.536,23.7563576,41.536,25.5316576
41.636,2.70825,41.636,17.5827176,41.636,23.7510176,41.636,25.5318176
41.736,2.711,41.736,17.6008776,41.736,23.7551776,41.736,25.5319776
41.836,2.70474,41.836,17.6143376,41.836,23.7490376,41.836,25.5224376
41.936,2.71451,41.936,17.6374976,41.936,23.7491976,41.936,25.5260976
42.036,2.72427,42.036,17.6696576,42.036,23.7556576,42.036,25.5387576
42.136,2.72427,42.136,17.6851176,42.136,23.7495176,42.136,25.5229176
42.236,2.73404,42.236,17.7047776,42.236,23.7531776,42.236,25.5265776
42.336,2.73404,42.336,17.7244376,42.336,23.7596376,42.336,25.5329376
42.436,2.7431,42.436,17.7399976,42.436,23.7457976,42.436,25.5191976
42.536,2.75357,42.536,17.7673576,42.536,23.7536576,42.536,25.5270576
42.636,2.75357,42.636,17.7953176,42.636,23.7601176,42.636,25.5334176
42.736,2.76529,42.736,17.8149776,42.736,23.7602776,42.736,25.5335776
42.836,2.76529,42.836,17.8311376,42.836,23.7569376,42.836,25.5247376
42.936,2.76529,42.936,17.8480976,42.936,23.7507976,42.936,25.5260976
43.036,2.78482,43.036,17.8759576,43.036,23.7525576,43.036,25.5262576
43.136,2.78482,43.136,17.8922176,43.136,23.7554176,43.136,25.5264176
43.236,2.78482,43.236,17.9055776,43.236,23.7493776,43.236,25.5265776
43.336,2.79459,43.336,17.9253376,43.336,23.7495376,43.336,25.5170376
43.436,2.80435,43.436,17.9531976,43.436,23.7593976,43.436,25.5268976
43.536,2.80435,43.536,17.9701576,43.536,23.7595576,43.536,25.5270576
43.636,2.81412,43.636,17.9961176,43.636,23.7500176,43.636,25.5272176
43.736,2.81412,43.736,18.0122776,43.736,23.7501776,43.736,25.5273776
43.836,2.82388,43.836,18.0257376,43.836,23.7503376,43.836,25.5158376
43.936,2.83365,43.936,18.0612976,43.936,23.7601976,43.936,25.5292976
44.036,2.83365,44.036,18.0787576,44.036,23.7603576,44.036,25.5259576
44.136,2.83014,44.136,18.0949176,44.136,23.7605176,44.136,25.5226176
44.236,2.83786,44.236,18.1083776,44.236,23.7509776,44.236,25.5199776
44.336,2.85513,44.336,18.1397376,44.336,23.7608376,44.336,25.5264376
44.436,2.86139,44.436,18.1559976,44.436,23.7574976,44.436,25.5230976
44.536,2.85864,44.536,18.1693576,44.536,23.7549576,44.536,25.5204576
44.636,2.8649,44.636,18.1926176,44.636,23.7613176,44.636,25.5171176
44.736,2.88092,44.736,18.2267776,44.736,23.7677776,44.736,25.5270776
44.836,2.87466,44.836,18.2304376,44.836,23.7519376,44.836,25.5272376
44.936,2.87817,44.936,18.2500976,44.936,23.7520976,44.936,25.5175976
45.036,2.89069,45.036,18.2662576,45.036,23.7487576,45.036,25.5177576
45.136,2.8942,45.136,18.2895176,45.136,23.7559176,45.136,25.5277176
45.236,2.8942,45.236,18.3029776,45.236,23.7622776,45.236,25.5180776
45.336,2.90942,45.336,18.3308376,45.336,23.7624376,45.336,25.5224376
45.436,2.92123,45.436,18.3560976,45.436,23.7583976,45.436,25.5356976
45.536,2.91373,45.536,18.3682576,45.536,23.7510576,45.536,25.5185576
45.636,2.927,45.636,18.3782176,45.636,23.7554176,45.636,25.5222176
45.736,2.92975,45.736,18.3963776,45.736,23.7595776,45.736,25.5251776
45.836,2.93326,45.836,18.4132376,45.836,23.7535376,45.836,25.5128376
45.936,2.93326,45.936,18.4391976,45.936,23.7438976,45.936,25.5191976
46.036,2.94849,46.036,18.4608576,46.036,23.7592576,46.036,25.5310576
46.136,2.961,46.136,18.4770176,46.136,23.7622176,46.136,25.5195176
46.236,2.95474,46.236,18.4826776,46.236,23.7560776,46.236,25.5196776
46.336,2.96451,46.336,18.5023376,46.336,23.7465376,46.336,25.5136376
46.436,2.97427,46.436,18.5352976,46.436,23.7598976,46.436,25.5297976
46.536,2.97076,46.536,18.5577576,46.536,23.7628576,46.536,25.5264576
46.636,2.97778,46.636,18.5614176,46.636,23.7567176,46.636,25.5141176
46.736,2.98404,46.736,18.5830776,46.736,23.7568776,46.736,25.5204776
46.836,2.9903,46.836,18.5992376,46.836,23.7570376,46.836,25.5171376
46.936,2.9938,46.936,18.6126976,46.936,23.7571976,46.936,25.5242976
47.036,3.00708,47.036,18.6323576,47.036,23.7573576,47.036,25.5209576
47.136,3.01334,47.136,18.6556176,47.136,23.7575176,47.136,25.5211176
47.236,3.00983,47.236,18.6701776,47.236,23.7576776,47.236,25.5114776
47.336,3.01529,47.336,18.6738376,47.336,23.7461376,47.336,25.5116376
47.436,3.0195,47.436,18.6935976,47.436,23.7462976,47.436,25.5117976
47.536,3.02701,47.536,18.7132576,47.536,23.7464576,47.536,25.5064576
47.636,3.03677,47.636,18.7329176,47.636,23.7599176,47.636,25.5239176
47.736,3.04303,47.736,18.7545776,47.736,23.7627776,47.736,25.5205776
47.836,3.03677,47.836,18.7645376,47.836,23.7567376,47.836,25.5179376
47.936,3.04028,47.936,18.7841976,47.936,23.7568976,47.936,25.5145976
48.036,3.06256,48.036,18.8003576,48.036,23.7535576,48.036,25.5245576
48.136,3.0563,48.136,18.8138176,48.136,23.7509176,48.136,25.5247176
48.236,3.06607,48.236,18.8370776,48.236,23.7573776,48.236,25.5150776
48.336,3.06958,48.336,18.8551376,48.336,23.7575376,48.336,25.5187376
48.436,3.0856,48.436,18.8845976,48.436,23.7709976,48.436,25.5251976
48.536,3.09116,48.536,18.8903576,48.536,23.7633576,48.536,25.5246576
48.636,3.08365,48.636,18.9025176,48.636,23.7560176,48.636,25.5235176
48.736,3.09692,48.736,18.9124776,48.736,23.7561776,48.736,25.5236776
48.836,3.10944,48.836,18.9438376,48.836,23.7626376,48.836,25.5219376
48.936,3.10318,48.936,18.9537976,48.936,23.7564976,48.936,25.5220976
49.036,3.11295,49.036,18.9734576,49.036,23.7511576,49.036,25.5124576
49.136,3.10944,49.136,18.9799176,49.136,23.7553176,49.136,25.5126176
